Date,Value,year,month_num,month_lab,name
201412,43.8,2014,12,Dec,Arkansas
201501,38.6,2015,1,Jan,Arkansas
201502,36.1,2015,2,Feb,Arkansas
201503,49.7,2015,3,Mar,Arkansas
201504,62.5,2015,4,Apr,Arkansas
201505,69.3,2015,5,May,Arkansas
201506,78.1,2015,6,Jun,Arkansas
201507,81.9,2015,7,Jul,Arkansas
201508,78.1,2015,8,Aug,Arkansas
201509,74.8,2015,9,Sep,Arkansas
201510,63.5,2015,10,Oct,Arkansas
201511,54.2,2015,11,Nov,Arkansas
201512,50,2015,12,Dec,Arkansas
201601,39.5,2016,1,Jan,Arkansas
201602,46.9,2016,2,Feb,Arkansas
201603,55.5,2016,3,Mar,Arkansas
201604,62.5,2016,4,Apr,Arkansas
201605,67.2,2016,5,May,Arkansas
201606,78.9,2016,6,Jun,Arkansas
201607,82,2016,7,Jul,Arkansas
201608,80,2016,8,Aug,Arkansas
201609,75.8,2016,9,Sep,Arkansas
201610,67,2016,10,Oct,Arkansas
201611,55.7,2016,11,Nov,Arkansas
201612,42.5,2016,12,Dec,Arkansas
201701,45.2,2017,1,Jan,Arkansas
201702,52.5,2017,2,Feb,Arkansas
201703,55.7,2017,3,Mar,Arkansas
201704,64.2,2017,4,Apr,Arkansas
201705,67.7,2017,5,May,Arkansas
201706,75.5,2017,6,Jun,Arkansas
201707,80.6,2017,7,Jul,Arkansas
201708,76.9,2017,8,Aug,Arkansas
201709,73.2,2017,9,Sep,Arkansas
201710,62.9,2017,10,Oct,Arkansas
201711,53.7,2017,11,Nov,Arkansas
201712,42.4,2017,12,Dec,Arkansas
201801,35.7,2018,1,Jan,Arkansas
201802,45.9,2018,2,Feb,Arkansas
201803,53.9,2018,3,Mar,Arkansas
201804,55.2,2018,4,Apr,Arkansas
201805,75,2018,5,May,Arkansas
201806,80.1,2018,6,Jun,Arkansas
201807,81.8,2018,7,Jul,Arkansas
201808,78.8,2018,8,Aug,Arkansas
201809,75,2018,9,Sep,Arkansas
201810,62.6,2018,10,Oct,Arkansas
201811,45.8,2018,11,Nov,Arkansas
201812,44.2,2018,12,Dec,Arkansas
201901,40.8,2019,1,Jan,Arkansas
201902,46,2019,2,Feb,Arkansas
201903,48.9,2019,3,Mar,Arkansas
201904,60.8,2019,4,Apr,Arkansas
201905,70.6,2019,5,May,Arkansas
201906,75.6,2019,6,Jun,Arkansas
201907,79,2019,7,Jul,Arkansas
201908,80.3,2019,8,Aug,Arkansas
201909,79.7,2019,9,Sep,Arkansas
201910,60.8,2019,10,Oct,Arkansas
201911,46.4,2019,11,Nov,Arkansas
201912,45.7,2019,12,Dec,Arkansas
202001,43.9,2020,1,Jan,Arkansas
202002,44.5,2020,2,Feb,Arkansas
202003,56.5,2020,3,Mar,Arkansas
202004,58.8,2020,4,Apr,Arkansas
202005,66.8,2020,5,May,Arkansas
202006,76.4,2020,6,Jun,Arkansas
202007,81.3,2020,7,Jul,Arkansas
202008,77.8,2020,8,Aug,Arkansas
202009,71.8,2020,9,Sep,Arkansas
202010,59.4,2020,10,Oct,Arkansas
202011,54,2020,11,Nov,Arkansas
202012,42.6,2020,12,Dec,Arkansas
202101,41.4,2021,1,Jan,Arkansas
202102,34.8,2021,2,Feb,Arkansas
202103,55.2,2021,3,Mar,Arkansas
202104,58.4,2021,4,Apr,Arkansas
202105,66.8,2021,5,May,Arkansas
202106,76.9,2021,6,Jun,Arkansas
202107,79.3,2021,7,Jul,Arkansas
202108,80.7,2021,8,Aug,Arkansas
202109,74.3,2021,9,Sep,Arkansas
202110,65.5,2021,10,Oct,Arkansas
202111,49.4,2021,11,Nov,Arkansas
202112,53.4,2021,12,Dec,Arkansas
202201,38.7,2022,1,Jan,Arkansas
202202,42.2,2022,2,Feb,Arkansas
202203,52.1,2022,3,Mar,Arkansas
202204,59.9,2022,4,Apr,Arkansas
202205,70.9,2022,5,May,Arkansas
202206,78.1,2022,6,Jun,Arkansas
202207,84.1,2022,7,Jul,Arkansas
202208,79.4,2022,8,Aug,Arkansas
202209,73.8,2022,9,Sep,Arkansas
202210,61.4,2022,10,Oct,Arkansas
202211,49.8,2022,11,Nov,Arkansas
202212,43.2,2022,12,Dec,Arkansas
202301,46.4,2023,1,Jan,Arkansas
202302,48.7,2023,2,Feb,Arkansas
202303,53,2023,3,Mar,Arkansas
202304,60.3,2023,4,Apr,Arkansas
202305,70,2023,5,May,Arkansas
202306,77.2,2023,6,Jun,Arkansas
202307,81,2023,7,Jul,Arkansas
202308,81.7,2023,8,Aug,Arkansas
202309,74.9,2023,9,Sep,Arkansas
