Date,Value,year,month_num,month_lab,name
201909,74.8,2019,9,Sep,Kentucky
201910,60,2019,10,Oct,Kentucky
201911,41.2,2019,11,Nov,Kentucky
201912,42.1,2019,12,Dec,Kentucky
202001,40.2,2020,1,Jan,Kentucky
202002,39.7,2020,2,Feb,Kentucky
202003,51.4,2020,3,Mar,Kentucky
202004,52.8,2020,4,Apr,Kentucky
202005,62.2,2020,5,May,Kentucky
202006,72.6,2020,6,Jun,Kentucky
202007,78.7,2020,7,Jul,Kentucky
202008,74.8,2020,8,Aug,Kentucky
202009,68.3,2020,9,Sep,Kentucky
202010,57.8,2020,10,Oct,Kentucky
202011,49.9,2020,11,Nov,Kentucky
202012,37.3,2020,12,Dec,Kentucky
202101,35.7,2021,1,Jan,Kentucky
202102,32.3,2021,2,Feb,Kentucky
202103,50.4,2021,3,Mar,Kentucky
202104,54.6,2021,4,Apr,Kentucky
202105,62.4,2021,5,May,Kentucky
202106,73.4,2021,6,Jun,Kentucky
202107,75.9,2021,7,Jul,Kentucky
202108,76.6,2021,8,Aug,Kentucky
202109,68.9,2021,9,Sep,Kentucky
202110,62.4,2021,10,Oct,Kentucky
202111,43.4,2021,11,Nov,Kentucky
202112,47.6,2021,12,Dec,Kentucky
202201,31.3,2022,1,Jan,Kentucky
202202,38.4,2022,2,Feb,Kentucky
202203,49,2022,3,Mar,Kentucky
202204,54.4,2022,4,Apr,Kentucky
202205,67.6,2022,5,May,Kentucky
202206,74.1,2022,6,Jun,Kentucky
202207,78.2,2022,7,Jul,Kentucky
202208,75.4,2022,8,Aug,Kentucky
202209,68.1,2022,9,Sep,Kentucky
202210,55,2022,10,Oct,Kentucky
202211,46.8,2022,11,Nov,Kentucky
202212,37.7,2022,12,Dec,Kentucky
202301,42.4,2023,1,Jan,Kentucky
202302,45.7,2023,2,Feb,Kentucky
202303,47.2,2023,3,Mar,Kentucky
202304,56.6,2023,4,Apr,Kentucky
202305,64,2023,5,May,Kentucky
202306,70.2,2023,6,Jun,Kentucky
202307,76.6,2023,7,Jul,Kentucky
202308,74.6,2023,8,Aug,Kentucky
202309,69.5,2023,9,Sep,Kentucky
202310,59.2,2023,10,Oct,Kentucky
200001,52.6,2000,1,Jan,Louisiana
200002,57.7,2000,2,Feb,Louisiana
200003,63.6,2000,3,Mar,Louisiana
200004,64.9,2000,4,Apr,Louisiana
200005,76.6,2000,5,May,Louisiana
200006,79.8,2000,6,Jun,Louisiana
200007,83.2,2000,7,Jul,Louisiana
200008,84.3,2000,8,Aug,Louisiana
200009,77.7,2000,9,Sep,Louisiana
200010,67.5,2000,10,Oct,Louisiana
200011,55.3,2000,11,Nov,Louisiana
200012,43.7,2000,12,Dec,Louisiana
200101,45.6,2001,1,Jan,Louisiana
200102,56.6,2001,2,Feb,Louisiana
200103,55.3,2001,3,Mar,Louisiana
200104,69.9,2001,4,Apr,Louisiana
200105,74.3,2001,5,May,Louisiana
200106,78.3,2001,6,Jun,Louisiana
200107,82.4,2001,7,Jul,Louisiana
200108,81.4,2001,8,Aug,Louisiana
200109,75.4,2001,9,Sep,Louisiana
200110,64.4,2001,10,Oct,Louisiana
200111,61.9,2001,11,Nov,Louisiana
200112,54.4,2001,12,Dec,Louisiana
200201,51.4,2002,1,Jan,Louisiana
200202,49.3,2002,2,Feb,Louisiana
200203,58.1,2002,3,Mar,Louisiana
200204,69.6,2002,4,Apr,Louisiana
200205,73.9,2002,5,May,Louisiana
200206,79,2002,6,Jun,Louisiana
200207,82.3,2002,7,Jul,Louisiana
200208,81.6,2002,8,Aug,Louisiana
200209,78.6,2002,9,Sep,Louisiana
200210,69.4,2002,10,Oct,Louisiana
200211,55.7,2002,11,Nov,Louisiana
200212,50.8,2002,12,Dec,Louisiana
200301,45.6,2003,1,Jan,Louisiana
200302,50.7,2003,2,Feb,Louisiana
200303,58.6,2003,3,Mar,Louisiana
200304,66.7,2003,4,Apr,Louisiana
200305,76.4,2003,5,May,Louisiana
200306,79.6,2003,6,Jun,Louisiana
200307,81.3,2003,7,Jul,Louisiana
200308,82.5,2003,8,Aug,Louisiana
200309,76,2003,9,Sep,Louisiana
200310,67.8,2003,10,Oct,Louisiana
200311,61.9,2003,11,Nov,Louisiana
200312,49.4,2003,12,Dec,Louisiana
200401,50.2,2004,1,Jan,Louisiana
200402,49.1,2004,2,Feb,Louisiana
200403,63.2,2004,3,Mar,Louisiana
200404,65.9,2004,4,Apr,Louisiana
200405,73.9,2004,5,May,Louisiana
200406,79.2,2004,6,Jun,Louisiana
200407,81.4,2004,7,Jul,Louisiana
200408,79.6,2004,8,Aug,Louisiana
200409,77.8,2004,9,Sep,Louisiana
200410,73.9,2004,10,Oct,Louisiana
200411,61.8,2004,11,Nov,Louisiana
200412,49.7,2004,12,Dec,Louisiana
200501,53.9,2005,1,Jan,Louisiana
200502,55.3,2005,2,Feb,Louisiana
200503,57.8,2005,3,Mar,Louisiana
200504,65.6,2005,4,Apr,Louisiana
200505,72.6,2005,5,May,Louisiana
200506,80.2,2005,6,Jun,Louisiana
200507,82.5,2005,7,Jul,Louisiana
200508,83.5,2005,8,Aug,Louisiana
200509,81.3,2005,9,Sep,Louisiana
200510,67.2,2005,10,Oct,Louisiana
200511,61,2005,11,Nov,Louisiana
200512,49.2,2005,12,Dec,Louisiana
200601,55.4,2006,1,Jan,Louisiana
200602,50.9,2006,2,Feb,Louisiana
200603,61.8,2006,3,Mar,Louisiana
200604,71,2006,4,Apr,Louisiana
200605,74.2,2006,5,May,Louisiana
200606,80.1,2006,6,Jun,Louisiana
200607,82.2,2006,7,Jul,Louisiana
200608,83.7,2006,8,Aug,Louisiana
200609,75.9,2006,9,Sep,Louisiana
200610,68,2006,10,Oct,Louisiana
200611,58,2006,11,Nov,Louisiana
200612,52.1,2006,12,Dec,Louisiana
200701,49.6,2007,1,Jan,Louisiana
200702,50.6,2007,2,Feb,Louisiana
200703,63.4,2007,3,Mar,Louisiana
200704,63.9,2007,4,Apr,Louisiana
200705,73.9,2007,5,May,Louisiana
200706,80.1,2007,6,Jun,Louisiana
200707,80.2,2007,7,Jul,Louisiana
200708,84.1,2007,8,Aug,Louisiana
200709,78.6,2007,9,Sep,Louisiana
200710,69.1,2007,10,Oct,Louisiana
200711,59.7,2007,11,Nov,Louisiana
200712,55.4,2007,12,Dec,Louisiana
200801,48.4,2008,1,Jan,Louisiana
200802,55.2,2008,2,Feb,Louisiana
200803,60,2008,3,Mar,Louisiana
200804,66.5,2008,4,Apr,Louisiana
200805,73.8,2008,5,May,Louisiana
200806,81.2,2008,6,Jun,Louisiana
200807,82.9,2008,7,Jul,Louisiana
200808,81.1,2008,8,Aug,Louisiana
200809,75.4,2008,9,Sep,Louisiana
200810,65.9,2008,10,Oct,Louisiana
200811,56.8,2008,11,Nov,Louisiana
200812,52.5,2008,12,Dec,Louisiana
200901,50.5,2009,1,Jan,Louisiana
200902,55.6,2009,2,Feb,Louisiana
200903,60.4,2009,3,Mar,Louisiana
200904,65.5,2009,4,Apr,Louisiana
200905,74.3,2009,5,May,Louisiana
200906,81.6,2009,6,Jun,Louisiana
200907,82.6,2009,7,Jul,Louisiana
200908,81.2,2009,8,Aug,Louisiana
200909,77.4,2009,9,Sep,Louisiana
200910,66.7,2009,10,Oct,Louisiana
200911,58.3,2009,11,Nov,Louisiana
200912,48.1,2009,12,Dec,Louisiana
201001,45.6,2010,1,Jan,Louisiana
201002,44.8,2010,2,Feb,Louisiana
201003,55.1,2010,3,Mar,Louisiana
201004,67.6,2010,4,Apr,Louisiana
201005,77.3,2010,5,May,Louisiana
201006,83.5,2010,6,Jun,Louisiana
201007,83.4,2010,7,Jul,Louisiana
201008,85,2010,8,Aug,Louisiana
201009,79.8,2010,9,Sep,Louisiana
201010,68.3,2010,10,Oct,Louisiana
201011,59,2010,11,Nov,Louisiana
201012,48.1,2010,12,Dec,Louisiana
201101,46.9,2011,1,Jan,Louisiana
201102,52.5,2011,2,Feb,Louisiana
201103,62,2011,3,Mar,Louisiana
201104,70.4,2011,4,Apr,Louisiana
201105,73.7,2011,5,May,Louisiana
201106,83.8,2011,6,Jun,Louisiana
201107,84.1,2011,7,Jul,Louisiana
201108,86.7,2011,8,Aug,Louisiana
201109,76,2011,9,Sep,Louisiana
201110,65.5,2011,10,Oct,Louisiana
201111,59.7,2011,11,Nov,Louisiana
201112,51.3,2011,12,Dec,Louisiana
201201,55.2,2012,1,Jan,Louisiana
201202,56.1,2012,2,Feb,Louisiana
201203,67.4,2012,3,Mar,Louisiana
201204,69.4,2012,4,Apr,Louisiana
201205,76.3,2012,5,May,Louisiana
201206,80.7,2012,6,Jun,Louisiana
201207,82.3,2012,7,Jul,Louisiana
201208,82,2012,8,Aug,Louisiana
201209,77.4,2012,9,Sep,Louisiana
201210,65.8,2012,10,Oct,Louisiana
201211,57,2012,11,Nov,Louisiana
201212,55,2012,12,Dec,Louisiana
201301,52.5,2013,1,Jan,Louisiana
201302,54.2,2013,2,Feb,Louisiana
201303,55.3,2013,3,Mar,Louisiana
201304,64.6,2013,4,Apr,Louisiana
201305,71.7,2013,5,May,Louisiana
201306,80.9,2013,6,Jun,Louisiana
201307,80.7,2013,7,Jul,Louisiana
201308,82,2013,8,Aug,Louisiana
201309,79.9,2013,9,Sep,Louisiana
201310,68.6,2013,10,Oct,Louisiana
201311,55,2013,11,Nov,Louisiana
201312,49.6,2013,12,Dec,Louisiana
201401,43.4,2014,1,Jan,Louisiana
201402,50.2,2014,2,Feb,Louisiana
201403,55,2014,3,Mar,Louisiana
201404,65.5,2014,4,Apr,Louisiana
201405,71.8,2014,5,May,Louisiana
201406,79.8,2014,6,Jun,Louisiana
201407,80,2014,7,Jul,Louisiana
201408,81.3,2014,8,Aug,Louisiana
201409,78.1,2014,9,Sep,Louisiana
201410,69,2014,10,Oct,Louisiana
201411,53.1,2014,11,Nov,Louisiana
201412,53.7,2014,12,Dec,Louisiana
201501,47.2,2015,1,Jan,Louisiana
201502,47.5,2015,2,Feb,Louisiana
201503,60.5,2015,3,Mar,Louisiana
201504,69.8,2015,4,Apr,Louisiana
201505,74.8,2015,5,May,Louisiana
201506,80.5,2015,6,Jun,Louisiana
201507,84.2,2015,7,Jul,Louisiana
201508,82.6,2015,8,Aug,Louisiana
201509,78.5,2015,9,Sep,Louisiana
201510,69.7,2015,10,Oct,Louisiana
201511,62.7,2015,11,Nov,Louisiana
201512,59.1,2015,12,Dec,Louisiana
201601,48.8,2016,1,Jan,Louisiana
201602,55.1,2016,2,Feb,Louisiana
201603,63.8,2016,3,Mar,Louisiana
201604,68.2,2016,4,Apr,Louisiana
201605,73.3,2016,5,May,Louisiana
201606,80.9,2016,6,Jun,Louisiana
201607,83.7,2016,7,Jul,Louisiana
201608,82.4,2016,8,Aug,Louisiana
201609,80.2,2016,9,Sep,Louisiana
201610,71.4,2016,10,Oct,Louisiana
201611,62.4,2016,11,Nov,Louisiana
201612,54.7,2016,12,Dec,Louisiana
201701,56.8,2017,1,Jan,Louisiana
201702,61.7,2017,2,Feb,Louisiana
201703,64.4,2017,3,Mar,Louisiana
201704,69.4,2017,4,Apr,Louisiana
201705,71.8,2017,5,May,Louisiana
201706,78.5,2017,6,Jun,Louisiana
201707,82.4,2017,7,Jul,Louisiana
201708,81,2017,8,Aug,Louisiana
201709,77,2017,9,Sep,Louisiana
201710,69.2,2017,10,Oct,Louisiana
201711,61.6,2017,11,Nov,Louisiana
201712,50.8,2017,12,Dec,Louisiana
201801,44.2,2018,1,Jan,Louisiana
201802,60.5,2018,2,Feb,Louisiana
201803,62.2,2018,3,Mar,Louisiana
201804,62.7,2018,4,Apr,Louisiana
201805,77.8,2018,5,May,Louisiana
201806,82.1,2018,6,Jun,Louisiana
201807,83.5,2018,7,Jul,Louisiana
201808,82,2018,8,Aug,Louisiana
201809,80.2,2018,9,Sep,Louisiana
201810,70.7,2018,10,Oct,Louisiana
201811,54.8,2018,11,Nov,Louisiana
201812,52.6,2018,12,Dec,Louisiana
201901,49.9,2019,1,Jan,Louisiana
201902,57.6,2019,2,Feb,Louisiana
201903,58.2,2019,3,Mar,Louisiana
201904,65.2,2019,4,Apr,Louisiana
201905,76,2019,5,May,Louisiana
201906,80.2,2019,6,Jun,Louisiana
201907,81.8,2019,7,Jul,Louisiana
201908,83.5,2019,8,Aug,Louisiana
201909,82.2,2019,9,Sep,Louisiana
201910,69.1,2019,10,Oct,Louisiana
201911,54.7,2019,11,Nov,Louisiana
201912,54.1,2019,12,Dec,Louisiana
202001,53.7,2020,1,Jan,Louisiana
202002,54,2020,2,Feb,Louisiana
202003,67.3,2020,3,Mar,Louisiana
202004,66.6,2020,4,Apr,Louisiana
202005,73,2020,5,May,Louisiana
202006,79.7,2020,6,Jun,Louisiana
202007,82.8,2020,7,Jul,Louisiana
202008,82.2,2020,8,Aug,Louisiana
202009,77.6,2020,9,Sep,Louisiana
202010,68.2,2020,10,Oct,Louisiana
202011,61.9,2020,11,Nov,Louisiana
202012,50.9,2020,12,Dec,Louisiana
202101,50.6,2021,1,Jan,Louisiana
202102,47.8,2021,2,Feb,Louisiana
202103,62.2,2021,3,Mar,Louisiana
202104,64.7,2021,4,Apr,Louisiana
202105,72.3,2021,5,May,Louisiana
202106,80.4,2021,6,Jun,Louisiana
202107,81.8,2021,7,Jul,Louisiana
202108,82.6,2021,8,Aug,Louisiana
202109,76.9,2021,9,Sep,Louisiana
202110,71.7,2021,10,Oct,Louisiana
202111,56.4,2021,11,Nov,Louisiana
202112,62.4,2021,12,Dec,Louisiana
202201,48.2,2022,1,Jan,Louisiana
202202,51.3,2022,2,Feb,Louisiana
202203,58.9,2022,3,Mar,Louisiana
202204,67.4,2022,4,Apr,Louisiana
202205,77,2022,5,May,Louisiana
202206,82.7,2022,6,Jun,Louisiana
202207,83.9,2022,7,Jul,Louisiana
202208,81.8,2022,8,Aug,Louisiana
202209,77.3,2022,9,Sep,Louisiana
202210,66.2,2022,10,Oct,Louisiana
202211,58.1,2022,11,Nov,Louisiana
202212,54.1,2022,12,Dec,Louisiana
202301,55.9,2023,1,Jan,Louisiana
202302,58.4,2023,2,Feb,Louisiana
202303,63.7,2023,3,Mar,Louisiana
202304,66.2,2023,4,Apr,Louisiana
202305,74.9,2023,5,May,Louisiana
202306,82,2023,6,Jun,Louisiana
202307,84.9,2023,7,Jul,Louisiana
202308,87.9,2023,8,Aug,Louisiana
202309,80.6,2023,9,Sep,Louisiana
202310,69.4,2023,10,Oct,Louisiana
200001,14.1,2000,1,Jan,Maine
200002,18.2,2000,2,Feb,Maine
200003,32.6,2000,3,Mar,Maine
200004,39.1,2000,4,Apr,Maine
200005,49.5,2000,5,May,Maine
200006,59.4,2000,6,Jun,Maine
200007,63,2000,7,Jul,Maine
200008,63.1,2000,8,Aug,Maine
200009,54.5,2000,9,Sep,Maine
200010,44.6,2000,10,Oct,Maine
200011,35.6,2000,11,Nov,Maine
200012,17.5,2000,12,Dec,Maine
200101,14,2001,1,Jan,Maine
200102,16,2001,2,Feb,Maine
200103,24.2,2001,3,Mar,Maine
200104,38.1,2001,4,Apr,Maine
200105,54.4,2001,5,May,Maine
200106,63,2001,6,Jun,Maine
200107,64.2,2001,7,Jul,Maine
200108,67,2001,8,Aug,Maine
200109,57.7,2001,9,Sep,Maine
200110,47.1,2001,10,Oct,Maine
200111,37.4,2001,11,Nov,Maine
200112,28.7,2001,12,Dec,Maine
200201,21,2002,1,Jan,Maine
200202,20.4,2002,2,Feb,Maine
200203,26.9,2002,3,Mar,Maine
200204,39.9,2002,4,Apr,Maine
200205,48.8,2002,5,May,Maine
200206,58.3,2002,6,Jun,Maine
200207,65.6,2002,7,Jul,Maine
200208,66.7,2002,8,Aug,Maine
200209,59.3,2002,9,Sep,Maine
200210,41.7,2002,10,Oct,Maine
200211,30.7,2002,11,Nov,Maine
200212,21.1,2002,12,Dec,Maine
200301,9.2,2003,1,Jan,Maine
200302,12.2,2003,2,Feb,Maine
200303,24.2,2003,3,Mar,Maine
200304,35.7,2003,4,Apr,Maine
200305,49.6,2003,5,May,Maine
200306,61.2,2003,6,Jun,Maine
200307,65.9,2003,7,Jul,Maine
200308,66,2003,8,Aug,Maine
200309,58.4,2003,9,Sep,Maine
200310,44.6,2003,10,Oct,Maine
200311,35.4,2003,11,Nov,Maine
200312,23,2003,12,Dec,Maine
200401,6.4,2004,1,Jan,Maine
200402,18,2004,2,Feb,Maine
200403,28.7,2004,3,Mar,Maine
200404,39.6,2004,4,Apr,Maine
200405,51.9,2004,5,May,Maine
200406,57.5,2004,6,Jun,Maine
200407,64.6,2004,7,Jul,Maine
200408,64.6,2004,8,Aug,Maine
200409,56.2,2004,9,Sep,Maine
200410,45.5,2004,10,Oct,Maine
200411,33.2,2004,11,Nov,Maine
200412,19.1,2004,12,Dec,Maine
200501,11.5,2005,1,Jan,Maine
200502,19.6,2005,2,Feb,Maine
200503,25,2005,3,Mar,Maine
200504,41.1,2005,4,Apr,Maine
200505,47.2,2005,5,May,Maine
200506,63.2,2005,6,Jun,Maine
200507,66.6,2005,7,Jul,Maine
200508,65.5,2005,8,Aug,Maine
200509,58.5,2005,9,Sep,Maine
200510,47.2,2005,10,Oct,Maine
200511,35.3,2005,11,Nov,Maine
200512,21.3,2005,12,Dec,Maine
200601,22.6,2006,1,Jan,Maine
200602,19,2006,2,Feb,Maine
200603,29,2006,3,Mar,Maine
200604,42.3,2006,4,Apr,Maine
200605,53.2,2006,5,May,Maine
200606,63.3,2006,6,Jun,Maine
200607,68.9,2006,7,Jul,Maine
200608,61.7,2006,8,Aug,Maine
200609,56.1,2006,9,Sep,Maine
200610,44.9,2006,10,Oct,Maine
200611,38.9,2006,11,Nov,Maine
200612,27.8,2006,12,Dec,Maine
200701,17.3,2007,1,Jan,Maine
200702,11.6,2007,2,Feb,Maine
200703,25.8,2007,3,Mar,Maine
200704,37,2007,4,Apr,Maine
200705,51.2,2007,5,May,Maine
200706,61.1,2007,6,Jun,Maine
200707,64.6,2007,7,Jul,Maine
200708,63.5,2007,8,Aug,Maine
200709,57.2,2007,9,Sep,Maine
200710,49.6,2007,10,Oct,Maine
200711,31.7,2007,11,Nov,Maine
200712,18,2007,12,Dec,Maine
200801,18.6,2008,1,Jan,Maine
200802,18.5,2008,2,Feb,Maine
200803,23.1,2008,3,Mar,Maine
200804,41.5,2008,4,Apr,Maine
200805,50,2008,5,May,Maine
200806,61.2,2008,6,Jun,Maine
200807,67.7,2008,7,Jul,Maine
200808,63.1,2008,8,Aug,Maine
200809,56.2,2008,9,Sep,Maine
200810,44.2,2008,10,Oct,Maine
200811,35,2008,11,Nov,Maine
200812,20.2,2008,12,Dec,Maine
200901,7.9,2009,1,Jan,Maine
200902,18.9,2009,2,Feb,Maine
200903,26.2,2009,3,Mar,Maine
200904,41.9,2009,4,Apr,Maine
200905,51.1,2009,5,May,Maine
200906,58.7,2009,6,Jun,Maine
200907,63,2009,7,Jul,Maine
200908,66.1,2009,8,Aug,Maine
200909,54.9,2009,9,Sep,Maine
200910,41.2,2009,10,Oct,Maine
200911,38.5,2009,11,Nov,Maine
200912,21.9,2009,12,Dec,Maine
201001,20.3,2010,1,Jan,Maine
201002,24.6,2010,2,Feb,Maine
201003,34.6,2010,3,Mar,Maine
201004,44.9,2010,4,Apr,Maine
201005,54.6,2010,5,May,Maine
201006,60.8,2010,6,Jun,Maine
201007,69.2,2010,7,Jul,Maine
201008,65.2,2010,8,Aug,Maine
201009,58.3,2010,9,Sep,Maine
201010,45.2,2010,10,Oct,Maine
201011,34.5,2010,11,Nov,Maine
201012,23.4,2010,12,Dec,Maine
201101,15.9,2011,1,Jan,Maine
201102,16.2,2011,2,Feb,Maine
201103,26.8,2011,3,Mar,Maine
201104,39,2011,4,Apr,Maine
201105,51.9,2011,5,May,Maine
201106,60.2,2011,6,Jun,Maine
201107,67.6,2011,7,Jul,Maine
201108,64.8,2011,8,Aug,Maine
201109,59,2011,9,Sep,Maine
201110,47.6,2011,10,Oct,Maine
201111,38.8,2011,11,Nov,Maine
201112,26,2011,12,Dec,Maine
201201,18.2,2012,1,Jan,Maine
201202,21.4,2012,2,Feb,Maine
201203,34.3,2012,3,Mar,Maine
201204,42.2,2012,4,Apr,Maine
201205,53.8,2012,5,May,Maine
201206,60.2,2012,6,Jun,Maine
201207,67.6,2012,7,Jul,Maine
201208,67.4,2012,8,Aug,Maine
201209,55.9,2012,9,Sep,Maine
201210,48.2,2012,10,Oct,Maine
201211,32.7,2012,11,Nov,Maine
201212,24.4,2012,12,Dec,Maine
201301,15.8,2013,1,Jan,Maine
201302,20,2013,2,Feb,Maine
201303,30.3,2013,3,Mar,Maine
201304,39.1,2013,4,Apr,Maine
201305,52.3,2013,5,May,Maine
201306,60.8,2013,6,Jun,Maine
201307,68.3,2013,7,Jul,Maine
201308,63.7,2013,8,Aug,Maine
201309,56.7,2013,9,Sep,Maine
201310,47.3,2013,10,Oct,Maine
201311,32.3,2013,11,Nov,Maine
201312,17,2013,12,Dec,Maine
201401,14.2,2014,1,Jan,Maine
201402,15.7,2014,2,Feb,Maine
201403,18.1,2014,3,Mar,Maine
201404,38.7,2014,4,Apr,Maine
201405,51.7,2014,5,May,Maine
201406,61.6,2014,6,Jun,Maine
201407,67.2,2014,7,Jul,Maine
201408,64.4,2014,8,Aug,Maine
201409,56.4,2014,9,Sep,Maine
201410,48.5,2014,10,Oct,Maine
201411,31.8,2014,11,Nov,Maine
201412,26,2014,12,Dec,Maine
201501,11.7,2015,1,Jan,Maine
201502,5.2,2015,2,Feb,Maine
201503,21.6,2015,3,Mar,Maine
201504,37.8,2015,4,Apr,Maine
201505,55.7,2015,5,May,Maine
201506,57.5,2015,6,Jun,Maine
201507,64.8,2015,7,Jul,Maine
201508,67.2,2015,8,Aug,Maine
201509,61.8,2015,9,Sep,Maine
201510,43.2,2015,10,Oct,Maine
201511,37,2015,11,Nov,Maine
201512,31.2,2015,12,Dec,Maine
201601,20.1,2016,1,Jan,Maine
201602,21.9,2016,2,Feb,Maine
201603,29.2,2016,3,Mar,Maine
201604,37.3,2016,4,Apr,Maine
201605,52.8,2016,5,May,Maine
201606,60.5,2016,6,Jun,Maine
201607,67,2016,7,Jul,Maine
201608,66.6,2016,8,Aug,Maine
201609,59.1,2016,9,Sep,Maine
201610,46.9,2016,10,Oct,Maine
201611,37.2,2016,11,Nov,Maine
201612,20.5,2016,12,Dec,Maine
201701,21.5,2017,1,Jan,Maine
201702,20.6,2017,2,Feb,Maine
201703,22.2,2017,3,Mar,Maine
201704,42,2017,4,Apr,Maine
201705,50.7,2017,5,May,Maine
201706,61,2017,6,Jun,Maine
201707,65.2,2017,7,Jul,Maine
201708,63.3,2017,8,Aug,Maine
201709,61.1,2017,9,Sep,Maine
201710,52,2017,10,Oct,Maine
201711,32.4,2017,11,Nov,Maine
201712,16.4,2017,12,Dec,Maine
201801,15,2018,1,Jan,Maine
201802,22.7,2018,2,Feb,Maine
201803,28.9,2018,3,Mar,Maine
201804,36.5,2018,4,Apr,Maine
201805,53.5,2018,5,May,Maine
201806,59,2018,6,Jun,Maine
201807,68.8,2018,7,Jul,Maine
201808,68,2018,8,Aug,Maine
201809,57.9,2018,9,Sep,Maine
201810,41.9,2018,10,Oct,Maine
201811,28.6,2018,11,Nov,Maine
201812,20.4,2018,12,Dec,Maine
201901,14.1,2019,1,Jan,Maine
201902,16.3,2019,2,Feb,Maine
201903,24.7,2019,3,Mar,Maine
201904,38.8,2019,4,Apr,Maine
201905,48.1,2019,5,May,Maine
201906,59.5,2019,6,Jun,Maine
201907,68.3,2019,7,Jul,Maine
201908,64.5,2019,8,Aug,Maine
201909,55.3,2019,9,Sep,Maine
201910,46.1,2019,10,Oct,Maine
201911,29.6,2019,11,Nov,Maine
201912,22.8,2019,12,Dec,Maine
202001,20.8,2020,1,Jan,Maine
202002,20.1,2020,2,Feb,Maine
202003,29.6,2020,3,Mar,Maine
202004,37.7,2020,4,Apr,Maine
202005,51.2,2020,5,May,Maine
202006,62.5,2020,6,Jun,Maine
202007,68.9,2020,7,Jul,Maine
202008,65.6,2020,8,Aug,Maine
202009,56.8,2020,9,Sep,Maine
202010,44.7,2020,10,Oct,Maine
202011,37,2020,11,Nov,Maine
202012,27.2,2020,12,Dec,Maine
202101,21.4,2021,1,Jan,Maine
202102,18.5,2021,2,Feb,Maine
202103,29.4,2021,3,Mar,Maine
202104,43.2,2021,4,Apr,Maine
202105,52.4,2021,5,May,Maine
202106,64.9,2021,6,Jun,Maine
202107,63.7,2021,7,Jul,Maine
202108,68.2,2021,8,Aug,Maine
202109,59,2021,9,Sep,Maine
202110,50.2,2021,10,Oct,Maine
202111,35.3,2021,11,Nov,Maine
202112,24.5,2021,12,Dec,Maine
202201,10.7,2022,1,Jan,Maine
202202,19.2,2022,2,Feb,Maine
202203,29,2022,3,Mar,Maine
202204,40.6,2022,4,Apr,Maine
202205,54.4,2022,5,May,Maine
202206,60.1,2022,6,Jun,Maine
202207,67.7,2022,7,Jul,Maine
202208,67.2,2022,8,Aug,Maine
202209,57.1,2022,9,Sep,Maine
202210,49.1,2022,10,Oct,Maine
202211,37.4,2022,11,Nov,Maine
202212,27.6,2022,12,Dec,Maine
202301,24.2,2023,1,Jan,Maine
202302,18.2,2023,2,Feb,Maine
202303,30.3,2023,3,Mar,Maine
202304,41.7,2023,4,Apr,Maine
202305,51.4,2023,5,May,Maine
202306,59.9,2023,6,Jun,Maine
202307,70,2023,7,Jul,Maine
202308,63.5,2023,8,Aug,Maine
202309,61,2023,9,Sep,Maine
202310,51.7,2023,10,Oct,Maine
200001,32.5,2000,1,Jan,Maryland
200002,38.7,2000,2,Feb,Maryland
200003,48.4,2000,3,Mar,Maryland
200004,52.7,2000,4,Apr,Maryland
200005,64.9,2000,5,May,Maryland
200006,72.4,2000,6,Jun,Maryland
200007,72,2000,7,Jul,Maryland
200008,72.6,2000,8,Aug,Maryland
200009,65.7,2000,9,Sep,Maryland
200010,57.2,2000,10,Oct,Maryland
200011,43.3,2000,11,Nov,Maryland
200012,29.2,2000,12,Dec,Maryland
200101,32.2,2001,1,Jan,Maryland
200102,38,2001,2,Feb,Maryland
200103,40.4,2001,3,Mar,Maryland
200104,54.5,2001,4,Apr,Maryland
200105,62.6,2001,5,May,Maryland
200106,72.4,2001,6,Jun,Maryland
200107,72.3,2001,7,Jul,Maryland
200108,76,2001,8,Aug,Maryland
200109,65.6,2001,9,Sep,Maryland
200110,56.5,2001,10,Oct,Maryland
200111,50.8,2001,11,Nov,Maryland
200112,42.6,2001,12,Dec,Maryland
200201,39,2002,1,Jan,Maryland
200202,39.8,2002,2,Feb,Maryland
200203,45.4,2002,3,Mar,Maryland
200204,56.6,2002,4,Apr,Maryland
200205,62,2002,5,May,Maryland
200206,73,2002,6,Jun,Maryland
200207,77.6,2002,7,Jul,Maryland
200208,77.2,2002,8,Aug,Maryland
200209,69.4,2002,9,Sep,Maryland
200210,56.3,2002,10,Oct,Maryland
200211,44.7,2002,11,Nov,Maryland
200212,34.3,2002,12,Dec,Maryland
200301,28.6,2003,1,Jan,Maryland
200302,31,2003,2,Feb,Maryland
200303,44.4,2003,3,Mar,Maryland
200304,52.6,2003,4,Apr,Maryland
200305,59.7,2003,5,May,Maryland
200306,69.5,2003,6,Jun,Maryland
200307,75.5,2003,7,Jul,Maryland
200308,76.1,2003,8,Aug,Maryland
200309,67.8,2003,9,Sep,Maryland
200310,54.7,2003,10,Oct,Maryland
200311,50.6,2003,11,Nov,Maryland
200312,36.5,2003,12,Dec,Maryland
200401,28.1,2004,1,Jan,Maryland
200402,34.5,2004,2,Feb,Maryland
200403,45.6,2004,3,Mar,Maryland
200404,54.3,2004,4,Apr,Maryland
200405,69.3,2004,5,May,Maryland
