BAND,EVENT_DATE,EVENT_YEAR,EVENT_MONTH,LAT_DD,LON_DD
B38165780315,01/11/2012,2012,1,39.58333,-74.41667
B38165780315,01/14/2012,2012,1,39.44938,-74.4157
B18165700491,02/06/2012,2012,2,39.41667,-75.41667
B88215987578,02/08/2012,2012,2,40.75,-75.08333
B38165780315,02/24/2012,2012,2,39.41667,-74.41667
B58215958378,02/27/2012,2012,2,40.58333,-75.08333
B98215014955,03/10/2012,2012,3,39.41667,-74.41667
B88495919839,01/05/2013,2013,1,39.35428,-75.3163
B98215014955,01/20/2013,2013,1,39.45845,-74.41626
B58215958378,01/26/2013,2013,1,39.9583,-74.67016
B58215958378,02/10/2013,2013,2,39.98627,-74.67673
B28025132903,02/19/2013,2013,2,40.59198,-75.11408
B07965601735,02/19/2013,2013,2,40.59071,-75.11244
B68165781146,11/30/2013,2013,11,39.69099,-75.19944
B28165731271,12/03/2013,2013,12,39.4526,-74.41274
B28165731271,12/21/2013,2013,12,39.45646,-74.43343
B38165780315,12/22/2013,2013,12,39.45845,-74.41626
B28165731271,12/27/2013,2013,12,39.46587,-74.41713
B18495385115,02/11/2014,2014,2,39.61678,-75.22907
B77965617286,02/26/2014,2014,2,40.66704,-75.1574
B18025113803,03/01/2014,2014,3,39.59431,-75.36401
B58215070190,03/01/2014,2014,3,39.45845,-74.41626
B88215951289,03/07/2014,2014,3,39.60444,-75.36242
B08105103381,03/20/2014,2014,3,40.18097,-74.56993
B28025521148,04/01/2014,2014,4,39.47249,-74.42715
B28165731271,12/26/2014,2014,12,39.45845,-74.41626
B28165731271,12/27/2014,2014,12,39.45845,-74.41626
B28165731271,12/31/2014,2014,12,39.45126,-74.41879
B38165780315,01/24/2015,2015,1,39.46037,-74.41532
B78105362712,02/03/2015,2015,2,39.38658,-75.35406
B18165700156,02/07/2015,2015,2,39.60428,-75.23867
B58165762115,04/02/2015,2015,4,39.70948,-75.32825
B17965912772,12/06/2015,2015,12,39.45845,-74.41626
B77965918081,12/09/2015,2015,12,39.45845,-74.41626
B57965919551,12/09/2015,2015,12,39.45734,-74.41034
B77965395609,12/11/2015,2015,12,39.45845,-74.41626
B17965912772,12/12/2015,2015,12,39.45845,-74.41626
B77965918081,12/24/2015,2015,12,39.45845,-74.41626
B97965978769,12/31/2015,2015,12,39.45845,-74.41626
B97965617056,12/31/2015,2015,12,39.45845,-74.41626
B17965912772,01/09/2016,2016,1,39.51567,-74.43265
B77965918081,01/12/2016,2016,1,39.45845,-74.41626
B97965916929,01/16/2016,2016,1,39.45845,-74.41626
B77965918081,01/16/2016,2016,1,39.45845,-74.41626
B88165705835,01/29/2016,2016,1,40.71677,-75.03295
B17965912772,01/29/2016,2016,1,39.45845,-74.41626
B77965381207,01/31/2016,2016,1,39.4574,-74.40924
B28025521148,02/07/2016,2016,2,39.47289,-74.42697
B97965916929,02/07/2016,2016,2,39.47289,-74.42697
B67965915676,02/07/2016,2016,2,39.47289,-74.42697
B97965910687,02/17/2016,2016,2,39.45845,-74.41626
B17965386158,02/21/2016,2016,2,40.71089,-75.05557
B77965381207,02/21/2016,2016,2,39.45845,-74.41626
B37965968316,02/22/2016,2016,2,39.45845,-74.41626
B77965381207,02/22/2016,2016,2,39.45845,-74.41626
B28025521148,02/28/2016,2016,2,39.45845,-74.41626
B77965381207,02/29/2016,2016,2,39.75318,-74.13764
B17965386158,03/03/2016,2016,3,40.70666,-75.06463
B57965354594,03/03/2016,2016,3,40.70666,-75.06463
B38165780315,03/04/2016,2016,3,39.65705,-75.34557
B97965910687,03/05/2016,2016,3,39.45845,-74.41626
B78215951751,03/05/2016,2016,3,40.71677,-75.03295
B28025521148,03/06/2016,2016,3,39.45845,-74.41626
B17965912772,03/06/2016,2016,3,39.45845,-74.41626
B97965978769,03/06/2016,2016,3,39.45845,-74.41626
B97965978769,03/08/2016,2016,3,39.51678,-74.5496
B37965968316,03/08/2016,2016,3,39.45845,-74.41626
B28025521148,03/09/2016,2016,3,39.45845,-74.41626
B77965918081,03/09/2016,2016,3,39.45845,-74.41626
B97965910687,03/09/2016,2016,3,39.45845,-74.41626
B37965968316,03/11/2016,2016,3,39.45845,-74.41626
B17965912772,03/11/2016,2016,3,39.45845,-74.41626
B77965381207,03/11/2016,2016,3,39.45845,-74.41626
B97965916929,03/12/2016,2016,3,39.45845,-74.41626
B77965918081,03/12/2016,2016,3,39.45845,-74.41626
B97965916929,03/13/2016,2016,3,39.45845,-74.41626
B97965978769,03/13/2016,2016,3,39.45845,-74.41626
B77965918081,03/15/2016,2016,3,39.45845,-74.41626
B77965395609,03/19/2016,2016,3,39.45845,-74.41626
B97965978769,03/19/2016,2016,3,39.46469,-74.4498
B27965248522,12/28/2016,2016,12,39.55293,-75.23964
B97965911539,12/30/2016,2016,12,40.16889,-74.52539
B27965248767,01/05/2017,2017,1,40.71677,-75.03295
B68165016825,01/05/2017,2017,1,40.71677,-75.03295
B68165774107,01/12/2017,2017,1,39.59695,-75.44477
B27965248522,01/17/2017,2017,1,39.46487,-75.19473
B67965906709,01/22/2017,2017,1,39.45845,-74.41626
B77865561288,01/27/2017,2017,1,40.69371,-75.22826
B87865561856,02/05/2017,2017,2,40.19231,-74.5611
B77965918081,02/11/2017,2017,2,39.46256,-74.43652
B28025521148,02/11/2017,2017,2,39.45845,-74.41626
B37965968316,02/11/2017,2017,2,39.45845,-74.41626
B67965906709,02/11/2017,2017,2,39.45845,-74.41626
B27865572785,02/11/2017,2017,2,39.46137,-74.43566
B87965289892,02/12/2017,2017,2,39.45845,-74.41626
B27865572785,02/13/2017,2017,2,39.45845,-74.41626
B97965916929,02/14/2017,2017,2,39.45845,-74.41626
B27865572785,02/14/2017,2017,2,39.45845,-74.41626
B27965248522,02/16/2017,2017,2,39.67506,-75.28419
B67965918989,02/17/2017,2017,2,40.20776,-74.54376
B28025521148,02/18/2017,2017,2,39.46176,-74.43531
B97965978769,02/18/2017,2017,2,39.46163,-74.436
B67965915676,02/18/2017,2017,2,39.4615,-74.43566
B97965911539,02/19/2017,2017,2,40.18225,-74.5706
B87865561856,02/19/2017,2017,2,40.18225,-74.5706
B67965906709,02/24/2017,2017,2,39.45845,-74.41626
B57965966036,02/25/2017,2017,2,40.20221,-74.54399
B97965916929,02/25/2017,2017,2,39.51567,-74.43265
B57965966036,02/26/2017,2017,2,40.20821,-74.54743
B77965918081,02/26/2017,2017,2,39.51567,-74.43265
B57965966036,02/27/2017,2017,2,40.19093,-74.53781
B77965918081,02/28/2017,2017,2,39.45845,-74.41626
B97965916929,02/28/2017,2017,2,39.45845,-74.41626
B77965912647,02/28/2017,2017,2,39.32958,-75.21878
B97965910687,03/05/2017,2017,3,39.45845,-74.41626
B28215070171,03/05/2017,2017,3,39.38552,-75.21948
B28215070171,03/06/2017,2017,3,39.6515,-75.32825
B87965289892,03/10/2017,2017,3,39.51567,-74.43265
B77965918081,03/11/2017,2017,3,39.45394,-74.42347
B78495387985,03/11/2017,2017,3,39.57178,-75.46714
B28025521148,03/11/2017,2017,3,39.45845,-74.41626
B17865571901,03/11/2017,2017,3,39.45845,-74.41626
B97865576957,03/12/2017,2017,3,39.34783,-75.13708
B97965969935,03/15/2017,2017,3,40.69593,-75.01017
B27865572785,03/17/2017,2017,3,39.45845,-74.41626
B17865571901,03/17/2017,2017,3,39.45845,-74.41626
B97965978769,03/17/2017,2017,3,39.45845,-74.41626
B67965906709,03/17/2017,2017,3,39.45845,-74.41626
B87965289892,03/17/2017,2017,3,39.45845,-74.41626
B28025521148,03/17/2017,2017,3,39.45845,-74.41626
B97965978769,03/25/2017,2017,3,39.45845,-74.41626
B77965918081,04/02/2017,2017,4,39.45845,-74.41626
B88165033443,11/29/2017,2017,11,39.45845,-74.41626
B28025521148,12/01/2017,2017,12,39.75318,-74.13764
B77965918081,12/15/2017,2017,12,39.45845,-74.41626
B77965918081,12/17/2017,2017,12,39.45845,-74.41626
B28025521148,12/18/2017,2017,12,39.455,-74.43308
B77815701285,12/18/2017,2017,12,39.45421,-74.43171
B17965912772,12/18/2017,2017,12,39.45123,-74.42197
B28025521148,12/19/2017,2017,12,39.45845,-74.41626
B67965915676,12/21/2017,2017,12,39.45845,-74.41626
B67965915676,12/22/2017,2017,12,39.45845,-74.41626
B57865502127,01/01/2018,2018,1,39.99508,-74.67476
B87965281975,01/02/2018,2018,1,40.17584,-74.58656
B77815704884,01/13/2018,2018,1,39.03584,-74.79402
B28025521148,01/22/2018,2018,1,39.45845,-74.41626
B97965910687,01/22/2018,2018,1,39.47775,-74.43183
B67965915676,01/22/2018,2018,1,39.47775,-74.43183
B28025521148,01/27/2018,2018,1,39.47168,-74.4366
B67865571788,02/03/2018,2018,2,40.66302,-75.0427
B57865508357,02/03/2018,2018,2,40.71356,-75.18011
B77965918081,02/04/2018,2018,2,39.51567,-74.43265
B77965395609,02/10/2018,2018,2,39.32511,-75.07462
B77965918081,02/15/2018,2018,2,39.45846,-74.43396
B97965910687,02/15/2018,2018,2,39.45346,-74.40592
B27865572785,02/15/2018,2018,2,39.45343,-74.40587
B77965395609,02/15/2018,2018,2,39.45845,-74.41626
B97965916416,02/16/2018,2018,2,40.66625,-75.13154
B57865566996,02/17/2018,2018,2,39.45845,-74.41626
B17865571901,02/17/2018,2018,2,39.45845,-74.41626
B67965915676,02/17/2018,2018,2,40.15748,-74.44219
B28025521148,02/17/2018,2018,2,40.15748,-74.44219
B77815701285,02/19/2018,2018,2,39.45845,-74.41626
B27865572785,02/19/2018,2018,2,39.45845,-74.41626
B27965285886,02/19/2018,2018,2,40.65146,-75.17107
B67965915676,02/21/2018,2018,2,39.45845,-74.41626
B77965349369,02/24/2018,2018,2,39.45196,-74.42287
B77815709727,02/24/2018,2018,2,39.45845,-74.41626
B57865502127,02/24/2018,2018,2,40.67331,-75.14621
B97965910687,03/04/2018,2018,3,39.45845,-74.41626
B77965349369,03/04/2018,2018,3,39.45992,-74.41186
B67965906709,03/04/2018,2018,3,39.45302,-74.42064
B77815701285,03/04/2018,2018,3,39.75318,-74.13764
B77815704884,03/05/2018,2018,3,39.45845,-74.41626
B27965285886,03/10/2018,2018,3,40.66396,-75.04266
B17865568156,03/10/2018,2018,3,40.66396,-75.04266
B77965349369,03/11/2018,2018,3,39.75318,-74.13764
B17865568156,03/11/2018,2018,3,40.66302,-75.0427
B67965915676,03/12/2018,2018,3,39.45845,-74.41626
B27965285886,03/16/2018,2018,3,40.66305,-75.04271
B17865568156,03/19/2018,2018,3,40.66302,-75.0427
B57965931076,03/19/2018,2018,3,40.66302,-75.0427
B27865572785,03/24/2018,2018,3,39.75318,-74.13764
B57865568277,03/27/2018,2018,3,40.66402,-75.04284
B17865568156,03/28/2018,2018,3,40.69593,-75.01017
B27965285886,03/30/2018,2018,3,40.69593,-74.99113
B77815709727,11/22/2018,2018,11,39.42584,-74.46623
B57815097717,11/23/2018,2018,11,39.45845,-74.41626
B77815701285,11/25/2018,2018,11,39.44645,-74.40936
B77965395609,11/25/2018,2018,11,39.47097,-74.42394
B57815097717,12/01/2018,2018,12,39.51567,-74.43265
B77815701285,12/02/2018,2018,12,39.47018,-74.42494
B27865572785,12/02/2018,2018,12,39.46944,-74.4216
B77815704884,12/02/2018,2018,12,39.47018,-74.42494
B07855764077,12/04/2018,2018,12,39.45371,-74.40553
B07855764077,12/08/2018,2018,12,39.45845,-74.41626
B77815701285,12/08/2018,2018,12,39.45845,-74.41626
B77815704884,12/08/2018,2018,12,39.45845,-74.41626
B57815097717,12/10/2018,2018,12,39.45672,-74.4097
B67965906709,12/11/2018,2018,12,39.44718,-74.41514
B57815097717,12/13/2018,2018,12,39.45845,-74.41626
B27865572785,12/21/2018,2018,12,39.45845,-74.41626
B57865566996,12/21/2018,2018,12,39.45845,-74.41626
B77815704884,12/21/2018,2018,12,39.45845,-74.41626
B97965910687,12/22/2018,2018,12,39.45845,-74.41626
B67965906709,12/22/2018,2018,12,39.45845,-74.41626
B77815704884,12/22/2018,2018,12,39.45845,-74.41626
B77965381207,12/22/2018,2018,12,39.45845,-74.41626
B57865566996,12/22/2018,2018,12,39.45845,-74.41626
B57865502127,12/25/2018,2018,12,40.1222,-74.6445
B97815091991,12/25/2018,2018,12,40.1222,-74.6445
B97965911539,12/25/2018,2018,12,40.1222,-74.6445
B77815709727,12/26/2018,2018,12,39.75318,-74.13764
B57815712357,12/27/2018,2018,12,39.45835,-74.43252
B27865572785,12/27/2018,2018,12,39.46024,-74.43566
B07855764077,12/27/2018,2018,12,39.46011,-74.43544
B07815730143,12/27/2018,2018,12,39.4607,-74.43463
B77815701285,12/27/2018,2018,12,39.46007,-74.43553
B77815701285,12/30/2018,2018,12,39.45845,-74.41626
B07855764077,01/03/2019,2019,1,39.75318,-74.13764
B07855764077,01/12/2019,2019,1,39.75318,-74.13764
B87965283417,01/19/2019,2019,1,40.08191,-74.46158
B67965932022,02/08/2019,2019,2,39.69886,-75.28557
B67865571788,02/10/2019,2019,2,39.6468,-75.27079
B17815714741,02/23/2019,2019,2,40.17789,-74.67797
B57865502127,02/23/2019,2019,2,40.17789,-74.67797
B97965617056,02/23/2019,2019,2,40.17789,-74.67797
B87965280617,02/26/2019,2019,2,39.47734,-74.35542
B58025525245,03/06/2019,2019,3,39.42756,-74.35278
B97965617056,03/07/2019,2019,3,40.17789,-74.58349
B57865502127,03/08/2019,2019,3,40.17789,-74.58349
B97815091991,03/08/2019,2019,3,40.17789,-74.58349
B18165016731,03/08/2019,2019,3,40.17789,-74.58349
B07965281037,03/08/2019,2019,3,40.17789,-74.58349
B57815712357,03/08/2019,2019,3,40.17789,-74.58349
B07855764077,03/09/2019,2019,3,39.51567,-74.43265
B17815714741,03/09/2019,2019,3,40.17789,-74.58349
B17965247115,03/09/2019,2019,3,40.17789,-74.58349
B07815091401,03/09/2019,2019,3,40.64918,-75.17964
B77815701285,03/09/2019,2019,3,39.45845,-74.41626
B97965910687,03/09/2019,2019,3,39.45845,-74.41626
B27865572785,03/09/2019,2019,3,39.44679,-74.41532
B07815730780,03/13/2019,2019,3,40.17789,-74.58349
B57865566996,03/27/2019,2019,3,39.46111,-74.42193
B27865572785,10/05/2019,2019,10,39.45566,-74.40855
B27865572785,10/06/2019,2019,10,39.45845,-74.41626
B27865572785,10/11/2019,2019,10,39.45845,-74.41626
B27865572785,10/14/2019,2019,10,39.45845,-74.41626
B27865572785,11/14/2019,2019,11,39.47303,-74.42845
B27855482224,11/14/2019,2019,11,39.47316,-74.42913
B27865572785,11/16/2019,2019,11,39.45845,-74.41626
B77815701285,11/16/2019,2019,11,39.45845,-74.41626
B77815701285,11/18/2019,2019,11,39.45845,-74.41626
B77815701285,11/19/2019,2019,11,39.47187,-74.42254
B28025521148,11/21/2019,2019,11,39.44682,-74.41575
B77815709727,11/21/2019,2019,11,39.45845,-74.41626
B27865572785,11/21/2019,2019,11,39.45613,-74.40801
B77815701285,11/21/2019,2019,11,39.45845,-74.41626
B27855482224,11/23/2019,2019,11,39.45722,-74.41193
B47855480208,11/26/2019,2019,11,39.45845,-74.41626
B77815709727,11/26/2019,2019,11,39.75318,-74.13764
B47855480208,11/27/2019,2019,11,39.75318,-74.13764
B27855482224,11/27/2019,2019,11,39.75318,-74.13764
B87855482618,11/29/2019,2019,11,39.51567,-74.43265
B87855482618,11/30/2019,2019,11,39.45845,-74.41626
B77815701285,11/30/2019,2019,11,39.45845,-74.41626
B07855480385,12/05/2019,2019,12,39.47083,-74.4275
B77815701285,12/07/2019,2019,12,39.75318,-74.13764
B87855483414,12/08/2019,2019,12,39.45845,-74.41626
B27865572785,12/08/2019,2019,12,39.45845,-74.41626
B77815704884,12/08/2019,2019,12,39.45845,-74.41626
B97965248254,12/08/2019,2019,12,39.61385,-75.20181
B77815701285,12/09/2019,2019,12,39.47062,-74.42243
B87855483414,12/09/2019,2019,12,39.47062,-74.42243
B87855482618,12/09/2019,2019,12,39.47062,-74.42243
B07855480385,12/09/2019,2019,12,39.47062,-74.42243
B57855480105,12/10/2019,2019,12,39.47224,-74.42367
B67855764134,12/21/2019,2019,12,39.47044,-74.42433
B57855480105,12/22/2019,2019,12,39.45845,-74.41626
B77815709727,12/23/2019,2019,12,39.75318,-74.13764
B27855482224,12/23/2019,2019,12,39.75318,-74.13764
B77815704884,12/23/2019,2019,12,39.47331,-74.41902
B87855483414,12/23/2019,2019,12,39.75318,-74.13764
B27865572785,12/23/2019,2019,12,39.75318,-74.13764
B77815701285,12/26/2019,2019,12,39.45845,-74.41626
B77815701367,12/26/2019,2019,12,40.66704,-75.1574
B57855480745,12/28/2019,2019,12,39.45845,-74.41626
B28025521148,12/28/2019,2019,12,39.45845,-74.41626
B07815730143,12/28/2019,2019,12,39.47143,-74.42587
B77965395609,12/28/2019,2019,12,39.45845,-74.41626
B77855480885,12/28/2019,2019,12,39.45845,-74.41626
B07815730143,12/31/2019,2019,12,39.45845,-74.41626
B57865566996,12/31/2019,2019,12,39.45845,-74.41626
B28025521148,12/31/2019,2019,12,39.45845,-74.41626
B77815701285,12/31/2019,2019,12,39.45845,-74.41626
B27855482224,12/31/2019,2019,12,39.45845,-74.41626
B97815091011,01/01/2020,2020,1,39.44761,-74.41575
B57855480745,01/01/2020,2020,1,39.75318,-74.13764
B57855480105,01/01/2020,2020,1,39.75318,-74.13764
B87855482618,01/01/2020,2020,1,39.75318,-74.13764
B87855482618,01/10/2020,2020,1,39.46057,-74.4372
B47855484548,01/11/2020,2020,1,39.45845,-74.41626
B17815714741,01/12/2020,2020,1,40.69371,-75.12434
B67865568105,01/12/2020,2020,1,39.98886,-74.67602
B27865572785,01/14/2020,2020,1,39.47263,-74.42554
B77815701285,01/14/2020,2020,1,39.47263,-74.42554
B28025521148,01/14/2020,2020,1,39.47263,-74.42554
B47855495645,01/14/2020,2020,1,39.47263,-74.42554
B47855480208,01/14/2020,2020,1,39.47263,-74.42554
B87855483414,01/14/2020,2020,1,39.47263,-74.42554
B87855484694,01/14/2020,2020,1,39.47263,-74.42554
B57855480745,01/14/2020,2020,1,39.47263,-74.42554
B87855482618,01/14/2020,2020,1,39.47263,-74.42554
B47855480208,01/15/2020,2020,1,39.47491,-74.42887
B28025521148,01/15/2020,2020,1,39.47371,-74.42874
B77855483923,01/17/2020,2020,1,39.44904,-74.4094
B87855484694,01/18/2020,2020,1,39.45845,-74.41626
B47855495645,01/19/2020,2020,1,39.45845,-74.41626
B77855480885,01/19/2020,2020,1,39.45845,-74.41626
B57865566996,01/19/2020,2020,1,39.45845,-74.41626
B28025521148,01/19/2020,2020,1,39.45845,-74.41626
B57855480745,01/19/2020,2020,1,39.45845,-74.41626
B87855484694,01/19/2020,2020,1,39.45845,-74.41626
B77965381207,01/19/2020,2020,1,39.45845,-74.41626
B27855482224,01/23/2020,2020,1,39.51567,-74.43265
B47855480208,01/23/2020,2020,1,39.45845,-74.41626
B07815730143,01/24/2020,2020,1,39.45845,-74.41626
B78165006791,01/24/2020,2020,1,40.8015,-74.89225
B77855480885,01/24/2020,2020,1,39.45845,-74.41626
B67855764537,01/24/2020,2020,1,40.80295,-74.89234
B57865838995,01/25/2020,2020,1,39.6387,-75.40796
B07815091800,01/25/2020,2020,1,39.6387,-75.40796
B57865566996,01/25/2020,2020,1,39.46388,-74.44321
B97815091991,01/29/2020,2020,1,40.17789,-74.58349
B27855482224,01/29/2020,2020,1,39.45845,-74.41626
B97815091011,01/29/2020,2020,1,39.51567,-74.43265
B87965357839,01/29/2020,2020,1,40.17789,-74.58349
B07815730143,02/01/2020,2020,2,39.45845,-74.41626
B57865566996,02/01/2020,2020,2,39.45845,-74.41626
B47855480208,02/01/2020,2020,2,39.45845,-74.41626
B17815730983,02/01/2020,2020,2,40.76004,-75.15846
B28025521148,02/01/2020,2020,2,39.45845,-74.41626
B57855767465,02/04/2020,2020,2,40.17789,-74.58349
B47855495645,02/05/2020,2020,2,39.45845,-74.41626
B47855484548,02/08/2020,2020,2,39.47025,-74.42657
B57855768358,02/08/2020,2020,2,39.62217,-75.42978
B57855480105,02/08/2020,2020,2,39.45845,-74.41626
B77815701285,02/08/2020,2020,2,39.47025,-74.42657
B28025521148,02/09/2020,2020,2,39.45845,-74.41626
B87855482618,02/09/2020,2020,2,39.47025,-74.42657
B28025521148,02/12/2020,2020,2,39.4572,-74.41128
B77815709727,02/14/2020,2020,2,39.45845,-74.41626
B57855480745,02/14/2020,2020,2,39.45845,-74.41626
B28025521148,02/14/2020,2020,2,39.45845,-74.41626
B57855480745,02/15/2020,2020,2,39.47261,-74.42515
B57855480105,02/15/2020,2020,2,39.45845,-74.41626
B77965381207,02/16/2020,2020,2,39.45845,-74.41626
B47855480208,02/16/2020,2020,2,39.45845,-74.41626
B87855483414,02/16/2020,2020,2,39.45845,-74.41626
B47855480208,02/17/2020,2020,2,39.45603,-74.43035
B47855484548,02/17/2020,2020,2,39.45845,-74.41626
B57815730277,02/17/2020,2020,2,40.66327,-75.03665
B77855715681,02/17/2020,2020,2,40.66323,-75.0385
B57855480745,02/18/2020,2020,2,39.45256,-74.41958
B57865566996,02/18/2020,2020,2,39.4617,-74.43221
B77965395609,02/18/2020,2020,2,39.46196,-74.4317
B27965285886,02/18/2020,2020,2,40.66321,-75.03902
B47855480208,02/19/2020,2020,2,39.45845,-74.41626
B27865572785,02/20/2020,2020,2,39.46216,-74.43961
B57865566996,02/20/2020,2020,2,39.46216,-74.43961
B57855480105,02/20/2020,2020,2,39.45845,-74.41626
B58215001632,02/20/2020,2020,2,39.57376,-75.43246
B27965285886,02/20/2020,2020,2,40.66322,-75.03735
B57865566996,02/21/2020,2020,2,39.4636,-74.44361
B57815730277,02/21/2020,2020,2,40.66311,-75.0362
B77965381207,02/21/2020,2020,2,39.46313,-74.44352
B27965285886,02/22/2020,2020,2,40.66303,-75.04245
B27855482224,02/22/2020,2020,2,39.45196,-74.41849
B27865572785,02/22/2020,2020,2,39.45196,-74.41849
B28025521148,02/22/2020,2020,2,39.45845,-74.41626
B87865561856,02/22/2020,2020,2,40.66303,-75.04245
B67855764537,02/22/2020,2020,2,40.66303,-75.04245
B57855480105,02/23/2020,2020,2,39.46809,-74.41898
B77815709727,02/23/2020,2020,2,39.46322,-74.4139
B47855480208,02/23/2020,2020,2,39.45845,-74.41626
B67965906709,02/23/2020,2020,2,39.45845,-74.41626
B77965381207,02/23/2020,2020,2,39.45476,-74.42675
B57865566996,02/23/2020,2020,2,39.46809,-74.41898
B27865572785,02/23/2020,2020,2,39.45845,-74.41626
B57865561961,02/24/2020,2020,2,40.66308,-75.04269
B87865561856,02/24/2020,2020,2,40.66308,-75.04269
B87815730097,02/24/2020,2020,2,40.66308,-75.04269
B17965247115,02/24/2020,2020,2,40.66308,-75.04269
B77965248569,02/24/2020,2020,2,39.39024,-75.35707
B67855764537,02/24/2020,2020,2,40.66302,-75.04269
B27965285886,02/24/2020,2020,2,40.66302,-75.04269
B67855764537,02/25/2020,2020,2,40.6631,-75.04252
B58215001632,02/26/2020,2020,2,39.62112,-75.41631
B47855495645,02/26/2020,2020,2,39.45845,-74.41626
B28025521148,02/26/2020,2020,2,39.45845,-74.41626
B47855480208,02/26/2020,2020,2,39.51567,-74.43265
B67965932022,03/01/2020,2020,3,39.38984,-75.33853
B97815091011,03/03/2020,2020,3,39.45845,-74.41626
B58215001632,03/04/2020,2020,3,39.58706,-75.47309
B77855480885,03/06/2020,2020,3,39.45845,-74.41626
B28025521148,03/07/2020,2020,3,39.45845,-74.41626
B57855480745,03/07/2020,2020,3,39.45845,-74.41626
B77965381207,03/07/2020,2020,3,39.45845,-74.41626
B57855706666,03/07/2020,2020,3,39.38934,-75.3391
B07815730143,03/08/2020,2020,3,39.4607,-74.43463
B47855480208,03/09/2020,2020,3,39.45845,-74.41626
B57865566996,03/11/2020,2020,3,39.45845,-74.41626
B77855480885,03/11/2020,2020,3,39.45845,-74.41626
B57855480745,03/11/2020,2020,3,39.45845,-74.41626
B57855480105,03/11/2020,2020,3,39.45845,-74.41626
B07815730143,03/11/2020,2020,3,39.45845,-74.41626
B47855480208,03/12/2020,2020,3,39.45845,-74.41626
B27865572785,03/12/2020,2020,3,39.45845,-74.41626
B67965906709,03/12/2020,2020,3,39.45845,-74.41626
B87855484694,03/15/2020,2020,3,39.45845,-74.41626
B57855480745,03/15/2020,2020,3,39.51567,-74.43265
B27865572785,11/15/2020,2020,11,39.4551,-74.40509
B47855480208,11/25/2020,2020,11,39.45845,-74.41626
B47855480208,11/27/2020,2020,11,39.44824,-74.41508
B57865566996,11/27/2020,2020,11,39.45845,-74.41626
B27865572785,12/09/2020,2020,12,39.45845,-74.41626
B47855480208,12/10/2020,2020,12,39.51567,-74.43265
B77815704884,12/11/2020,2020,12,39.46972,-74.42485
B27865572785,12/11/2020,2020,12,39.45845,-74.41626
B57865566996,12/12/2020,2020,12,39.45845,-74.41626
B47855495645,12/12/2020,2020,12,39.4662,-74.41779
B27855482224,12/13/2020,2020,12,39.45149,-74.4065
B47855455405,12/13/2020,2020,12,39.45149,-74.4065
B77815704884,12/16/2020,2020,12,39.46242,-74.44012
B77855483923,12/18/2020,2020,12,39.45845,-74.41626
B77965395609,12/18/2020,2020,12,39.45845,-74.41626
B57855455155,12/18/2020,2020,12,39.45845,-74.41626
B57855768358,12/19/2020,2020,12,40.64894,-75.17458
B17815700260,12/19/2020,2020,12,40.64894,-75.17458
B87855482618,12/19/2020,2020,12,39.45845,-74.41626
B77815704884,12/21/2020,2020,12,39.45845,-74.41626
B07815730143,12/22/2020,2020,12,39.45845,-74.41626
B07815730143,12/23/2020,2020,12,39.44612,-74.41369
B47855480208,12/23/2020,2020,12,39.44679,-74.41437
B87855482618,12/23/2020,2020,12,39.44626,-74.41351
B57865566996,12/28/2020,2020,12,39.45845,-74.41626
B87855482618,12/28/2020,2020,12,39.46614,-74.41986
B87855483414,12/28/2020,2020,12,39.466,-74.41986
B47855480208,12/28/2020,2020,12,39.46574,-74.41969
B27865572785,12/30/2020,2020,12,39.45845,-74.41626
B77815704884,12/30/2020,2020,12,39.51567,-74.43265
B47855480208,01/02/2021,2021,1,39.45845,-74.41626
B67965906709,01/02/2021,2021,1,39.45845,-74.41626
B77815704884,01/03/2021,2021,1,39.45845,-74.41626
B87855482618,01/03/2021,2021,1,39.45845,-74.41626
B57855455155,01/05/2021,2021,1,39.45845,-74.41626
B67965906709,01/05/2021,2021,1,39.45215,-74.41532
B57855455155,01/06/2021,2021,1,39.47197,-74.42434
B27855482224,01/06/2021,2021,1,39.45186,-74.40673
B77815097045,01/08/2021,2021,1,40.66084,-75.03065
B87965289892,01/08/2021,2021,1,39.45845,-74.41626
B77815704884,01/08/2021,2021,1,39.45343,-74.40518
B77815701285,01/08/2021,2021,1,39.45845,-74.41626
B57855767147,01/10/2021,2021,1,39.45845,-74.41626
B28025521148,01/10/2021,2021,1,39.45845,-74.41626
B47855482924,01/13/2021,2021,1,40.6631,-75.0427
B47855480208,01/17/2021,2021,1,39.45819,-74.42571
B87965289892,01/17/2021,2021,1,39.45302,-74.40632
B57855480105,01/19/2021,2021,1,39.45845,-74.41626
B57865566996,01/20/2021,2021,1,39.45845,-74.41626
B47855480208,01/20/2021,2021,1,39.45845,-74.41626
B77815704884,01/21/2021,2021,1,39.45182,-74.4251
B28025521148,01/26/2021,2021,1,39.4575,-74.43163
B87855482618,01/26/2021,2021,1,39.45845,-74.41626
B57855455155,01/27/2021,2021,1,39.51567,-74.43265
B77855483923,01/27/2021,2021,1,39.51567,-74.43265
B47855484548,01/27/2021,2021,1,39.45777,-74.41102
B67965906709,01/27/2021,2021,1,39.51567,-74.43265
B47855480208,01/27/2021,2021,1,39.45765,-74.41008
B77815700921,01/31/2021,2021,1,39.91678,-74.6996
B47855455405,02/04/2021,2021,2,39.46057,-74.43652
