BAND,EVENT_DATE,EVENT_YEAR,EVENT_MONTH,LAT_DD,LON_DD
B88495271925,11/06/2005,2005,11,45.41667,-72.75
B78475057345,11/16/2005,2005,11,45.75,-72.08333
B68235164134,11/18/2005,2005,11,45.41667,-73.25
B58495261871,03/11/2006,2006,3,45.13639,-74.36167
B38495315005,03/11/2006,2006,3,45.13639,-74.36167
B58475058997,03/15/2006,2006,3,45.25,-73.25
B68495336063,03/18/2006,2006,3,45.13306,-73.27528
B68495271671,03/24/2006,2006,3,45.08333,-73.25
B88495261684,03/24/2006,2006,3,45.08333,-73.25
B58495384998,03/24/2006,2006,3,45.08333,-73.25
B98495338909,03/24/2006,2006,3,45.08333,-73.25
B88475865566,03/24/2006,2006,3,45.08333,-73.25
B88495337603,03/24/2006,2006,3,45.08333,-73.25
B78475091789,03/24/2006,2006,3,45.08333,-73.25
B08475091038,03/24/2006,2006,3,45.08333,-73.25
B48475054624,03/25/2006,2006,3,45.08333,-73.25
B88495268166,03/25/2006,2006,3,45.08333,-73.25
B38495933264,03/25/2006,2006,3,45.08333,-73.25
B98495919809,03/25/2006,2006,3,45.08333,-73.25
B28495206840,03/25/2006,2006,3,45.08333,-73.25
B78475627868,03/27/2006,2006,3,46.08333,-72.75
B48495934629,03/28/2006,2006,3,46.08333,-72.75
B78475627868,03/28/2006,2006,3,46.08333,-72.75
B58495315823,03/28/2006,2006,3,46.08333,-72.75
B28495206609,03/29/2006,2006,3,46.08333,-72.75
B78475717754,03/29/2006,2006,3,46.08333,-72.75
B68475668366,03/29/2006,2006,3,46.08333,-72.75
B78475627982,03/29/2006,2006,3,46.08333,-72.75
B98235179021,03/29/2006,2006,3,46.08333,-72.75
B88495238164,03/29/2006,2006,3,46.08333,-72.75
B98495306505,03/29/2006,2006,3,46.08333,-72.75
B58495347557,03/29/2006,2006,3,46.08333,-72.75
B48495217131,03/29/2006,2006,3,46.08333,-72.75
B88495261684,03/29/2006,2006,3,46.08333,-72.75
B48495269615,03/29/2006,2006,3,46.08333,-72.75
B28495216842,03/31/2006,2006,3,46.08333,-72.75
B58495261871,03/31/2006,2006,3,46.08333,-72.75
B78475052662,03/31/2006,2006,3,46.08333,-72.75
B68475868778,03/31/2006,2006,3,46.08333,-72.75
B68475736947,03/31/2006,2006,3,46.08333,-72.75
B08495345035,03/31/2006,2006,3,46.08333,-72.75
B98495907889,04/03/2006,2006,4,46.08333,-72.75
B18495910158,04/03/2006,2006,4,46.08333,-72.75
B98495933915,04/03/2006,2006,4,46.08333,-72.75
B58495261871,04/03/2006,2006,4,46.08333,-72.75
B68495209674,04/05/2006,2006,4,46.08333,-72.75
B08495345035,04/08/2006,2006,4,46.62917,-71.77611
B98495301949,04/08/2006,2006,4,46.62917,-71.77611
B28495270364,04/08/2006,2006,4,46.62917,-71.77611
B78495906716,04/09/2006,2006,4,46.15744,-72.70712
B68495209674,04/10/2006,2006,4,46.08333,-72.75
B68235176867,04/10/2006,2006,4,46.08333,-72.75
B68715866376,04/10/2006,2006,4,46.08333,-72.75
B78495387028,04/10/2006,2006,4,46.08333,-72.75
B78475732983,04/10/2006,2006,4,46.08333,-72.75
B88495338643,04/10/2006,2006,4,46.08333,-72.75
B48495217858,04/12/2006,2006,4,46.08333,-72.75
B08495909010,04/14/2006,2006,4,46.58333,-71.75
B68715866376,04/15/2006,2006,4,46.08333,-72.75
B98495200820,04/15/2006,2006,4,46.08333,-72.75
B98495301949,04/15/2006,2006,4,46.08333,-72.75
B48495266739,04/15/2006,2006,4,46.08333,-72.75
B88235176888,04/15/2006,2006,4,46.08333,-72.75
B88475707765,04/15/2006,2006,4,46.08333,-72.75
B28495270364,04/21/2006,2006,4,47.08333,-70.75
B28495206609,04/22/2006,2006,4,46.08333,-72.75
B08495909010,04/22/2006,2006,4,46.62917,-71.77611
B88715871001,04/22/2006,2006,4,46.08333,-72.75
B98495915941,04/22/2006,2006,4,47.08333,-70.91667
B68475866784,04/22/2006,2006,4,46.08333,-72.75
B88495337603,04/22/2006,2006,4,46.08333,-72.75
B18495311174,04/22/2006,2006,4,46.08333,-72.75
B08475087404,04/23/2006,2006,4,47,-70.33333
B48495217858,04/24/2006,2006,4,46.62917,-71.77611
B48495347778,04/28/2006,2006,4,46.91667,-71.08333
B98495915941,04/29/2006,2006,4,47.08333,-70.91667
B28235164251,04/30/2006,2006,4,48.75,-65.91667
B38495234615,04/30/2006,2006,4,48.75,-65.91667
B58495261871,05/06/2006,2006,5,46.86722,-71.18444
B38495333245,05/06/2006,2006,5,46.86722,-71.18444
B18475711981,05/07/2006,2006,5,46.41667,-72.25
B58495900679,05/09/2006,2006,5,46.86722,-71.18444
B58495315823,05/10/2006,2006,5,47.08333,-70.91667
B48495918898,05/11/2006,2006,5,46.86722,-71.18444
B88685615066,05/13/2006,2006,5,45.53278,-73.55889
B38475804394,05/15/2006,2006,5,46.86722,-71.18444
B48495216571,05/15/2006,2006,5,46.88861,-71.13694
B88495918809,05/15/2006,2006,5,46.88861,-71.13694
B48495347778,05/15/2006,2006,5,46.88861,-71.13694
B78475734287,10/07/2006,2006,10,47.25,-70.25
B58825023795,10/07/2006,2006,10,47.25,-70.25
B68475736947,10/08/2006,2006,10,47.58333,-69.75
B78475789084,10/08/2006,2006,10,48.08333,-69.25
B88495262006,10/14/2006,2006,10,46.91667,-70.58333
B18495385115,10/15/2006,2006,10,46.91667,-70.58333
B08215037962,10/15/2006,2006,10,46.91667,-70.58333
B88495238164,10/21/2006,2006,10,46.08333,-71.91667
B38495238934,10/24/2006,2006,10,46.91667,-70.58333
B28215004091,10/27/2006,2006,10,46.08333,-71.91667
B28495216842,10/27/2006,2006,10,46.08333,-71.91667
B38495238934,10/28/2006,2006,10,46.91667,-70.58333
B88475707765,10/28/2006,2006,10,46.91667,-70.58333
B78475734287,10/29/2006,2006,10,46.91667,-70.58333
B08475089035,10/29/2006,2006,10,46.91667,-70.58333
B98495383995,11/01/2006,2006,11,45.91667,-72.41667
B08215037962,11/01/2006,2006,11,45.91667,-72.41667
B88215037285,11/02/2006,2006,11,45.91667,-72.41667
B78475090505,11/02/2006,2006,11,46.08333,-72.75
B48495344789,11/02/2006,2006,11,46.08333,-72.75
B58495349633,11/02/2006,2006,11,46.08333,-72.75
B38215073662,11/02/2006,2006,11,45.91667,-72.41667
B48495263939,11/02/2006,2006,11,46.08333,-72.75
B28495340239,11/03/2006,2006,11,47.08333,-70.41667
B58475051255,11/03/2006,2006,11,45.91667,-72.41667
B38215073662,11/03/2006,2006,11,45.91667,-72.41667
B88495271925,11/04/2006,2006,11,45.25,-74.08333
B38495387728,11/05/2006,2006,11,45.91667,-72.41667
B38495336123,11/07/2006,2006,11,46.08333,-71.91667
B58495917551,11/07/2006,2006,11,46.08333,-71.91667
B48495217858,11/07/2006,2006,11,46.08333,-71.91667
B28495206840,11/07/2006,2006,11,46.08333,-71.91667
B08215070605,11/07/2006,2006,11,46.08333,-71.91667
B48215064474,11/07/2006,2006,11,46.08333,-71.91667
B28495262202,11/07/2006,2006,11,46.08333,-71.91667
B38495313883,11/07/2006,2006,11,46.08333,-71.91667
B78215073732,11/07/2006,2006,11,46.08333,-71.91667
B58215985342,11/07/2006,2006,11,45.91667,-72.41667
B18235170847,11/07/2006,2006,11,46.08333,-71.91667
B18495385115,11/07/2006,2006,11,46.08333,-71.91667
B48495203690,11/07/2006,2006,11,46.08333,-71.91667
B98495213868,11/07/2006,2006,11,46.08333,-71.91667
B28215038578,11/07/2006,2006,11,46.08333,-71.91667
B28215004091,11/07/2006,2006,11,46.08333,-71.91667
B28495271645,11/07/2006,2006,11,46.08333,-71.91667
B88495918809,11/07/2006,2006,11,46.08333,-71.91667
B48495216571,11/07/2006,2006,11,46.08333,-71.91667
B18215014185,11/07/2006,2006,11,46.08333,-71.91667
B88475711448,11/07/2006,2006,11,45.91667,-72.41667
B78475866714,11/07/2006,2006,11,46.08333,-71.91667
B98495384954,11/07/2006,2006,11,46.08333,-71.91667
B28215984974,11/10/2006,2006,11,46.08333,-71.91667
B48215064474,11/10/2006,2006,11,46.08333,-71.91667
B18235170847,11/10/2006,2006,11,46.08333,-71.91667
B28215004091,11/10/2006,2006,11,46.08333,-71.91667
B28495262202,11/10/2006,2006,11,46.08333,-71.91667
B98495384954,11/10/2006,2006,11,46.08333,-71.91667
B48495915779,11/10/2006,2006,11,46.08333,-71.91667
B18475711491,11/10/2006,2006,11,46.08333,-71.91667
B28215038578,11/10/2006,2006,11,46.08333,-71.91667
B18215014185,11/10/2006,2006,11,46.08333,-71.91667
B38495313883,11/10/2006,2006,11,46.08333,-71.91667
B78475091789,11/10/2006,2006,11,46.08333,-71.91667
B48495263939,11/10/2006,2006,11,46.08333,-71.91667
B58215985342,11/21/2006,2006,11,45.91667,-72.41667
B78475091789,11/21/2006,2006,11,45.91667,-72.41667
B18495311195,11/21/2006,2006,11,45.91667,-72.41667
B38495383968,11/21/2006,2006,11,45.91667,-72.41667
B18215014185,11/22/2006,2006,11,46.08333,-71.91667
B78475091789,11/22/2006,2006,11,45.91667,-72.41667
B88215037285,11/23/2006,2006,11,45.91667,-72.41667
B78475091789,11/24/2006,2006,11,46.08333,-71.91667
B18215014185,11/24/2006,2006,11,46.08333,-71.91667
B88495334085,11/24/2006,2006,11,46.08333,-71.91667
B48495269615,11/24/2006,2006,11,46.08333,-71.91667
B38215038452,11/24/2006,2006,11,46.08333,-71.91667
B58495909954,11/24/2006,2006,11,46.08333,-71.91667
B28215038578,11/24/2006,2006,11,46.08333,-71.91667
B58495261871,11/25/2006,2006,11,46.25,-70.25
B68495263735,11/25/2006,2006,11,46.25,-70.25
B28215984974,11/29/2006,2006,11,45.41667,-72.58333
B48215064474,11/29/2006,2006,11,45.41667,-72.58333
B58495206679,11/29/2006,2006,11,45.41667,-72.58333
B38495313883,11/29/2006,2006,11,45.41667,-72.58333
B18215014185,12/01/2006,2006,12,46.23363,-71.84214
B98495271709,12/03/2006,2006,12,45.91667,-72.08333
B38495336319,93/99/2006,2006,93,47.09417,-70.51833
B58495347875,01/04/2007,2007,1,46.08333,-72.75
B18495217192,01/04/2007,2007,1,46.08333,-72.75
B58475788438,01/04/2007,2007,1,46.08333,-72.75
B98235179021,01/04/2007,2007,1,46.08333,-72.75
B88495387845,03/25/2007,2007,3,46.08333,-72.75
B38495387728,03/31/2007,2007,3,46.13972,-72.71806
B08215070605,03/31/2007,2007,3,46.08333,-72.75
B78475089148,03/31/2007,2007,3,45.08333,-73.25
B58495347875,04/01/2007,2007,4,46.08333,-72.75
B58475788438,04/01/2007,2007,4,46.08333,-72.75
B18495217192,04/01/2007,2007,4,46.08333,-72.75
B98235179021,04/01/2007,2007,4,46.08333,-72.75
B18475711491,04/03/2007,2007,4,45.08528,-74.17722
B68235176867,04/08/2007,2007,4,46.08333,-72.75
B88495261684,04/08/2007,2007,4,46.08333,-72.75
B08215070605,04/08/2007,2007,4,46.08333,-72.75
B08215037962,04/08/2007,2007,4,46.08333,-72.75
B18495217192,04/08/2007,2007,4,46.08333,-72.75
B58715871797,04/08/2007,2007,4,46.08333,-72.75
B98495383995,04/08/2007,2007,4,46.08333,-72.75
B58495909639,04/08/2007,2007,4,46.08333,-72.75
B38215038452,04/09/2007,2007,4,46.08333,-72.75
B68235176867,04/09/2007,2007,4,46.08333,-72.75
B38495383968,04/09/2007,2007,4,46.08333,-72.75
B78475866714,04/10/2007,2007,4,46.08333,-72.75
B48475747014,04/10/2007,2007,4,46.08333,-72.75
B38495933824,04/11/2007,2007,4,46.08333,-72.75
B18235170847,04/11/2007,2007,4,46.08333,-72.75
B68235176867,04/11/2007,2007,4,46.08333,-72.75
B28495262202,04/11/2007,2007,4,46.08333,-72.75
B78475089148,04/11/2007,2007,4,46.08333,-72.75
B98495201225,04/11/2007,2007,4,46.08333,-72.75
B68475761411,04/11/2007,2007,4,46.08333,-72.75
B58495349633,04/11/2007,2007,4,46.08333,-72.75
B48475706657,04/11/2007,2007,4,46.08333,-72.75
B88495933369,04/11/2007,2007,4,46.08333,-72.75
B88475865566,04/11/2007,2007,4,46.08333,-72.75
B88495387818,04/11/2007,2007,4,46.08333,-72.75
B98495915729,04/11/2007,2007,4,46.08333,-72.75
B68495209674,04/11/2007,2007,4,46.08333,-72.75
B18235170847,04/12/2007,2007,4,46.08333,-72.75
B98495934664,04/12/2007,2007,4,46.08333,-72.75
B28215003770,04/12/2007,2007,4,46.08333,-72.75
B88495333123,04/12/2007,2007,4,46.08333,-72.75
B98475091579,04/12/2007,2007,4,46.08333,-72.75
B88495238164,04/13/2007,2007,4,46.08333,-72.75
B28215003770,04/13/2007,2007,4,46.08333,-72.75
B58495347875,04/13/2007,2007,4,46.08333,-72.75
B38495933824,04/14/2007,2007,4,46.08333,-72.75
B48495306575,04/14/2007,2007,4,46.08333,-72.75
B68475761411,04/14/2007,2007,4,46.08333,-72.75
B38495234615,04/14/2007,2007,4,46.05667,-71.95139
B98495934664,04/14/2007,2007,4,46.05667,-71.95139
B58495385185,04/14/2007,2007,4,46.05667,-71.95139
B98495911961,04/14/2007,2007,4,46.05667,-71.95139
B58495206679,04/15/2007,2007,4,45.25722,-74.12972
B88495262006,04/19/2007,2007,4,47.25,-70.25
B88495238164,04/19/2007,2007,4,46.08333,-72.75
B58475052837,04/21/2007,2007,4,46.08333,-72.75
B58475788438,04/21/2007,2007,4,46.08333,-72.75
B28215003770,04/21/2007,2007,4,46.08333,-72.75
B88495268166,04/23/2007,2007,4,46.75,-72.41667
B98495216668,04/24/2007,2007,4,47.25,-70.25
B88495333123,04/25/2007,2007,4,47.25,-70.25
B88215984805,04/29/2007,2007,4,47.08333,-70.58333
B98495202668,04/30/2007,2007,4,47.08333,-70.58333
B98495271624,05/14/2007,2007,5,47.08333,-70.75
B28495216129,05/17/2007,2007,5,47.08333,-70.75
B38495348764,05/19/2007,2007,5,46.91667,-70.41667
B48475748258,05/99/2007,2007,5,47.08333,-70.91667
B98495271785,09/30/2007,2007,9,48.38333,-71.06667
B58825023795,10/11/2007,2007,10,47.05472,-70.54306
B08495348079,10/15/2007,2007,10,48.41667,-71.75
B58495384998,11/01/2007,2007,11,46.91667,-70.91667
B98495911004,03/27/2008,2008,3,45.08222,-73.37417
B28495206840,03/27/2008,2008,3,45.08222,-73.37417
B08495345035,04/16/2008,2008,4,46.08333,-72.75
B68235176867,04/16/2008,2008,4,46.08333,-72.75
B38235102100,04/17/2008,2008,4,45.25722,-74.12972
B68235176867,04/17/2008,2008,4,46.08333,-72.75
B98495349184,04/19/2008,2008,4,47.25,-70.25
B98495911961,04/26/2008,2008,4,46.91667,-71.08333
B08495909010,05/17/2008,2008,5,46.91667,-70.91667
B68165747948,10/15/2008,2008,10,48.25,-71.08333
B78475084744,10/18/2008,2008,10,48.75,-72.58333
B58215070190,10/20/2008,2008,10,46.91667,-70.58333
B48215818471,10/30/2008,2008,10,48.25,-71.08333
B98215959009,10/30/2008,2008,10,48.25,-71.08333
B78215073732,11/02/2008,2008,11,45.58333,-71.75
B28215984974,11/05/2008,2008,11,46.08333,-71.91667
B98215959101,11/05/2008,2008,11,46.08333,-71.91667
B98215959101,11/05/2008,2008,11,46.08333,-71.91667
B58715535425,11/05/2008,2008,11,46.08333,-71.91667
B68495263735,11/05/2008,2008,11,46.08333,-71.91667
B58475050858,11/05/2008,2008,11,46.08333,-71.91667
B38215073662,11/05/2008,2008,11,46.08333,-71.91667
B38215038452,93/99/2008,2008,93,47.08333,-70.58333
B38495234615,04/16/2009,2009,4,46.08333,-73.25
B78475057345,04/18/2009,2009,4,47.08333,-70.41667
B38495330844,04/18/2009,2009,4,46.58333,-71.75
B78715805455,05/08/2009,2009,5,46.91667,-71.25
B58475052850,05/13/2009,2009,5,47.41667,-69.91667
B68495349674,05/13/2009,2009,5,46.91667,-71.08333
B48495918898,05/99/2009,2009,5,47.08333,-70.58333
B68165716466,08/11/2009,2009,8,46.08333,-71.91667
B68165716786,08/11/2009,2009,8,46.08333,-71.91667
B48475054624,09/20/2009,2009,9,47.58333,-69.91667
B78475761756,10/14/2009,2009,10,48.75,-67.75
B58165732672,10/15/2009,2009,10,48.58333,-72.41667
B78165736766,10/15/2009,2009,10,48.58333,-72.41667
B08105103381,10/15/2009,2009,10,48.58333,-72.41667
B68165030588,10/16/2009,2009,10,48.58333,-72.41667
B18165700156,10/18/2009,2009,10,48.25,-71.08333
B88215037285,10/26/2009,2009,10,46.08333,-71.91667
B58715508600,10/29/2009,2009,10,46.08333,-71.91667
B88495268489,10/29/2009,2009,10,45.58333,-71.75
B28215038578,11/02/2009,2009,11,46.25,-70.25
B98475091579,11/03/2009,2009,11,48.25,-71.08333
B48215818471,11/03/2009,2009,11,48.25,-71.08333
B68165716466,11/07/2009,2009,11,46.08333,-71.91667
B88165716086,11/10/2009,2009,11,46.25,-70.25
B18165732733,11/13/2009,2009,11,45.58333,-71.75
B18165732733,11/14/2009,2009,11,45.58333,-71.75
B18165732733,11/15/2009,2009,11,45.58333,-71.75
B18165732733,11/18/2009,2009,11,45.58333,-71.75
B68235165675,11/19/2009,2009,11,46.08333,-71.91667
B78215073732,11/19/2009,2009,11,46.08333,-71.91667
B68165716466,11/19/2009,2009,11,46.08333,-71.91667
B68495349674,11/26/2009,2009,11,45.25,-73.75
B38495387728,11/29/2009,2009,11,46.08333,-71.91667
B48105304383,12/13/2009,2009,12,46.08333,-71.91667
B68165716466,12/13/2009,2009,12,46.08333,-71.91667
B88165716086,12/13/2009,2009,12,46.08333,-71.91667
B68165716786,12/13/2009,2009,12,46.08333,-71.91667
B88215951289,12/13/2009,2009,12,46.08333,-71.91667
B58715535425,12/13/2009,2009,12,46.08333,-71.91667
B38495387728,12/13/2009,2009,12,46.08333,-71.91667
B08165076045,12/13/2009,2009,12,46.08333,-71.91667
B98105199171,12/13/2009,2009,12,46.08333,-71.91667
B68165076907,12/13/2009,2009,12,46.08333,-71.91667
B78215073732,12/13/2009,2009,12,46.08333,-71.91667
B08105103381,12/13/2009,2009,12,46.08333,-71.91667
B68165716786,03/19/2010,2010,3,45.08333,-74.25
B88165716086,03/25/2010,2010,3,46.08333,-72.75
B18165067198,04/18/2010,2010,4,47.25,-70.25
B58715535425,04/21/2010,2010,4,46.91667,-71.08333
B48495206658,10/09/2010,2010,10,48.45583,-71.82444
B18105104330,10/17/2010,2010,10,46.08333,-71.91667
B58215836913,10/24/2010,2010,10,46.08333,-71.91667
B58215836913,10/27/2010,2010,10,46.08333,-71.91667
B38025137898,10/31/2010,2010,10,46.08333,-71.91667
B28215038895,10/31/2010,2010,10,46.08333,-71.91667
B58215836913,10/31/2010,2010,10,46.08333,-71.91667
B88025132961,10/31/2010,2010,10,46.08333,-71.91667
B08105103381,11/01/2010,2010,11,46.08333,-71.91667
B58215836913,11/01/2010,2010,11,46.08333,-71.91667
B68165716466,11/03/2010,2010,11,46.05667,-71.95083
B88215951289,11/04/2010,2010,11,46.08333,-71.91667
B18105104330,11/04/2010,2010,11,46.08333,-71.91667
B58215836913,11/04/2010,2010,11,46.08333,-71.91667
B08105304348,11/06/2010,2010,11,46.08333,-71.91667
B08165000940,11/06/2010,2010,11,46.08333,-71.91667
B28215038895,11/07/2010,2010,11,46.08333,-71.91667
B68165716466,11/11/2010,2010,11,46.08333,-71.91667
B88025132961,11/11/2010,2010,11,46.08333,-71.91667
B78165736766,11/13/2010,2010,11,46.08333,-71.91667
B28215038895,11/13/2010,2010,11,46.08333,-71.91667
B18105104330,11/13/2010,2010,11,46.08333,-71.91667
B58215836913,11/13/2010,2010,11,46.08333,-71.91667
B68235165675,11/14/2010,2010,11,46.08333,-71.91667
B08105103381,11/21/2010,2010,11,46.08333,-71.91667
B28215038895,11/21/2010,2010,11,46.08333,-71.91667
B48475706657,12/03/2010,2010,12,46.08333,-71.91667
B88215987578,12/03/2010,2010,12,46.08333,-71.91667
B18215953068,12/03/2010,2010,12,46.08333,-71.91667
B18215980348,03/29/2011,2011,3,45.25,-73.25
B88475711448,03/29/2011,2011,3,45.25,-73.25
B08105304348,03/29/2011,2011,3,45.25,-73.25
B88025139440,04/08/2011,2011,4,46.08333,-72.75
B68165765015,04/16/2011,2011,4,46.08333,-71.91667
B88495268565,04/22/2011,2011,4,47.08333,-70.91667
B68215819675,05/07/2011,2011,5,46.08333,-71.91667
B78165780047,05/10/2011,2011,5,48.08333,-66.75
B08165076045,10/07/2011,2011,10,47.08333,-70.41667
B68475668366,10/17/2011,2011,10,48.08333,-69.41667
B08165700068,10/18/2011,2011,10,48.41667,-68.41667
B18165700491,10/22/2011,2011,10,46.05667,-71.95083
B18165748176,10/23/2011,2011,10,46.08333,-71.91667
B78165702685,10/25/2011,2011,10,48.41667,-71.75
B28025132903,10/28/2011,2011,10,45.58333,-72.58333
B18165748176,10/29/2011,2011,10,46.08333,-71.91667
B88495387845,10/29/2011,2011,10,46.75,-71.25
B88165039049,11/05/2011,2011,11,45.75,-72.08333
B88215987578,11/06/2011,2011,11,46.91667,-70.75
B88475626162,11/12/2011,2011,11,46.08333,-72.41667
B18165732733,11/22/2011,2011,11,47.75,-69.58333
B58025113635,04/09/2012,2012,4,46.91667,-70.58333
B68165783946,04/13/2012,2012,4,47.08333,-70.75
B78105362712,04/14/2012,2012,4,46.08333,-72.75
B68475667967,04/21/2012,2012,4,47.08333,-70.75
B28495216129,05/09/2012,2012,5,47.08333,-70.91667
B78165787245,10/18/2012,2012,10,46.05667,-71.95083
B18105199889,10/18/2012,2012,10,46.05667,-71.95083
B18165748176,10/24/2012,2012,10,46.05667,-71.95083
B58025558555,10/26/2012,2012,10,45.78417,-72.01778
B18105104330,10/26/2012,2012,10,46.05667,-71.95083
B58165746034,10/27/2012,2012,10,45.78417,-72.01778
B08025525532,10/27/2012,2012,10,45.78417,-72.01778
B18165748176,10/28/2012,2012,10,46.06972,-71.97139
B58025528122,10/28/2012,2012,10,46.05667,-71.95083
B18105104330,10/28/2012,2012,10,46.06972,-71.97139
B18165700156,10/28/2012,2012,10,46.06972,-71.97139
B88215987578,10/28/2012,2012,10,46.99018,-70.55489
B68165006986,10/28/2012,2012,10,46.06861,-71.97835
B18165700156,11/01/2012,2012,11,46.05667,-71.95083
B18165700156,11/02/2012,2012,11,46.05667,-71.95083
B28215984974,11/10/2012,2012,11,46.05667,-71.95083
B58025140910,11/10/2012,2012,11,46.05667,-71.95083
B58025525475,11/10/2012,2012,11,46.05667,-71.95083
B78105362712,11/10/2012,2012,11,45.18015,-72.05536
B58165746034,11/13/2012,2012,11,46.06861,-71.97627
B58025110192,11/13/2012,2012,11,46.06861,-71.97419
B98025591815,11/13/2012,2012,11,46.07193,-71.97514
B28215984974,11/22/2012,2012,11,45.08444,-73.15222
B88025139440,03/13/2013,2013,3,46.15381,-72.74612
B18215953068,03/30/2013,2013,3,46.13477,-72.71799
B58495347875,04/05/2013,2013,4,46.16251,-72.66189
B58215958378,04/13/2013,2013,4,46.14972,-73.22167
B08025140012,04/22/2013,2013,4,46.18333,-73.11667
B08165000940,05/04/2013,2013,5,46.5,-72.40965
B28025132623,09/28/2013,2013,9,48.33333,-70.86667
B28025527577,10/19/2013,2013,10,46.05667,-71.95083
B88165016001,10/19/2013,2013,10,47.31729,-70.14623
B68165006986,10/19/2013,2013,10,46.05667,-71.95083
B77965631363,10/22/2013,2013,10,45.53337,-72.04318
B88025103281,10/23/2013,2013,10,46.05667,-71.95083
B08105367943,10/23/2013,2013,10,46.05667,-71.95083
B98495933915,10/23/2013,2013,10,46.05667,-71.95083
B37965617356,10/25/2013,2013,10,45.53361,-72.048330000000007
B68165006986,10/30/2013,2013,10,46.05667,-71.95083
B18105362012,11/03/2013,2013,11,45.53361,-72.048330000000007
B88025103281,11/03/2013,2013,11,45.53361,-72.048330000000007
B98165069185,11/03/2013,2013,11,45.53361,-72.048330000000007
B28025118745,11/09/2013,2013,11,46.05667,-71.95083
B88215987578,11/27/2013,2013,11,46.8799,-70.84231
B97965617457,03/27/2014,2014,3,46.91667,-71
B58495934679,04/03/2014,2014,4,46.48333,-70.35
B97965381051,04/06/2014,2014,4,45.18982,-74.13622
B58025140910,04/24/2014,2014,4,47.06806,-70.54278
B78105362712,04/25/2014,2014,4,46.14269,-72.71109
B98215014955,04/27/2014,2014,4,46.00472,-72.91444
B78165709755,04/28/2014,2014,4,46.13333,-72.71667
B48495203690,05/04/2014,2014,5,46.18333,-73.11667
B68165783946,05/11/2014,2014,5,47.06611,-70.81111
B78215951751,09/29/2014,2014,9,47.06611,-70.81111
B97965357373,10/12/2014,2014,10,46.05667,-71.95083
B08025118018,10/12/2014,2014,10,46.05667,-71.95083
B18105104330,10/12/2014,2014,10,46.05667,-71.95083
B57965354594,10/12/2014,2014,10,46.05667,-71.95083
B38495387728,10/13/2014,2014,10,46.7575,-72.27167
B77965631363,10/14/2014,2014,10,45.53771,-72.04195
B58025136035,10/20/2014,2014,10,46.05667,-71.95083
B68105376460,10/20/2014,2014,10,46.05667,-71.95083
B58165068671,10/20/2014,2014,10,46.05667,-71.95083
B37965381328,10/24/2014,2014,10,48.58806,-68.15049
B58165068671,10/25/2014,2014,10,46.05667,-71.95083
B58025136035,10/25/2014,2014,10,46.05667,-71.95083
B18165748176,10/27/2014,2014,10,46.06691,-71.96554
B77965395755,10/30/2014,2014,10,46.05667,-71.95083
B68165006986,10/30/2014,2014,10,46.05667,-71.95083
B87965357839,10/30/2014,2014,10,46.05667,-71.95083
B18165748176,10/30/2014,2014,10,46.05667,-71.95083
B67965632745,10/31/2014,2014,10,45.17844,-72.06713
B88215984805,11/01/2014,2014,11,45.12332,-74.00251
B68165006986,11/03/2014,2014,11,45.87889,-72.4825
B87965357839,11/06/2014,2014,11,46.06101,-71.95083
B17965637197,11/07/2014,2014,11,46.05667,-71.95083
B17965637197,11/08/2014,2014,11,46.06101,-71.95083
B58165033630,11/08/2014,2014,11,46.05667,-71.95083
B17965972159,11/08/2014,2014,11,46.05667,-71.95083
B08165031081,11/08/2014,2014,11,46.05667,-71.95083
B58025136035,11/11/2014,2014,11,45.12344,-74.00268
B17965637197,11/15/2014,2014,11,46.05667,-71.95083
B97965631931,04/19/2015,2015,4,46.13333,-72.71667
B68105376460,04/19/2015,2015,4,46.13928,-72.71976
B58215985342,04/23/2015,2015,4,47.12546,-70.37974
B88025103281,04/25/2015,2015,4,46.13333,-72.71667
B08165006216,04/25/2015,2015,4,46.13333,-72.71667
B18165034494,04/25/2015,2015,4,46.13333,-72.71667
B97965973883,04/25/2015,2015,4,46.13333,-72.71667
B68105376460,04/25/2015,2015,4,46.13333,-72.71667
B08165011321,04/25/2015,2015,4,46.13333,-72.71667
B77965617286,04/30/2015,2015,4,47.1275,-70.3725
B77965631363,05/04/2015,2015,5,48.20417,-69.04361
B18165011451,05/07/2015,2015,5,46.69693,-71.87887
B97965967616,09/11/2015,2015,9,45.87612,-72.47292
B28025132623,10/04/2015,2015,10,47.84563,-69.53865
B97965967807,10/07/2015,2015,10,47.03333,-70.46667
B77965395849,10/07/2015,2015,10,47.03333,-70.46667
B57965913795,10/12/2015,2015,10,47.03333,-70.46667
B08025556335,10/18/2015,2015,10,46.05667,-71.95083
B87965357839,10/18/2015,2015,10,46.05667,-71.95083
B28025527577,10/18/2015,2015,10,46.05667,-71.95083
B87965357839,10/19/2015,2015,10,46.05667,-71.95083
B18025591829,10/19/2015,2015,10,46.05667,-71.95083
B87965357839,10/23/2015,2015,10,46.05667,-71.95083
B08165016448,10/24/2015,2015,10,47.03333,-70.46667
B87965902875,10/24/2015,2015,10,47.1275,-70.3725
B77965901921,10/26/2015,2015,10,46.05667,-71.95083
B68165069149,10/27/2015,2015,10,46.05667,-71.95083
B67965631161,10/27/2015,2015,10,46.05667,-71.95083
